net,length_um
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[11\],89.7µm
_04801_,89.65µm
_07386_,89.65µm
u_transform_scheduler_core.small_sent_x2_q,89.6µm
_03140_,89.34µm
clknet_leaf_61_clk_regs,89.24µm
clknet_leaf_235_clk_regs,89.24µm
_07380_,89.14µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[11\],89.14µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[9\],89.14µm
clknet_leaf_29_clk_regs,89.14µm
clknet_leaf_271_clk_regs,89.14µm
_05758_,89.09µm
net800,89.03µm
_03143_,88.68µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[2\],88.68µm
net1440,88.53µm
_05203_,88.17µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[9\],88.07µm
net283,88.07µm
clknet_leaf_27_clk_regs,88.07µm
echo_data\[5\],88.02µm
clknet_leaf_198_clk_regs,88.02µm
_07043_,87.97µm
_07418_,87.97µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[5\],87.97µm
_04456_,87.92µm
_05784_,87.92µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[1\],87.46µm
_02553_,87.41µm
_04920_,87.41µm
_05343_,87.41µm
_03064_,87.36µm
_05678_,87.02µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[9\],87µm
u_transform_scheduler_core.mod_diag_X1_q\[5\],86.95µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[5\],86.95µm
_05913_,86.9µm
clknet_leaf_110_clk_regs,86.9µm
_05369_,86.8µm
_08978_,86.8µm
clknet_leaf_40_clk_regs,86.49µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[1\],86.39µm
clknet_leaf_192_clk_regs,86.39µm
clknet_leaf_257_clk_regs,86.39µm
_04770_,86.34µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[1\],86.34µm
net230,86.34µm
net1502,86.34µm
_05093_,86.29µm
clknet_leaf_323_clk_regs,86.29µm
_07107_,86.24µm
net231,86.24µm
_03718_,85.93µm
clknet_leaf_248_clk_regs,85.93µm
_04406_,85.88µm
clknet_leaf_156_clk_regs,85.88µm
_02750_,85.83µm
_05152_,85.83µm
u_transform_scheduler_core.fft128_tx_active,85.83µm
clknet_leaf_269_clk_regs,85.83µm
_03149_,85.78µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[11\],85.78µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[10\],85.78µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[12\],85.78µm
u_transform_scheduler_core.mod_diag_X1_q\[14\],85.78µm
_03592_,85.68µm
_07483_,85.68µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[14\],85.32µm
clknet_leaf_149_clk_regs,85.27µm
clknet_leaf_204_clk_regs,85.27µm
_03194_,85.22µm
_05442_,85.22µm
_08727_,85.22µm
clknet_leaf_278_clk_regs,85.22µm
_08754_,85.17µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[10\],85.17µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[4\],85.16µm
_03173_,85.12µm
u_transform_scheduler_core.mod_diag_X1_q\[11\],85.12µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[8\],84.71µm
_05338_,84.66µm
clknet_leaf_145_clk_regs,84.66µm
_05649_,84.61µm
net767,84.61µm
clknet_leaf_32_clk_regs,84.61µm
clknet_leaf_193_clk_regs,84.61µm
_06289_,84.56µm
clknet_leaf_43_clk_regs,84.2µm
_09615_,84.15µm
clknet_leaf_34_clk_regs,84.15µm
_02682_,84.1µm
_08622_,84.05µm
clknet_leaf_243_clk_regs,84.05µm
_05344_,83.54µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[0\],83.54µm
_05541_,83.49µm
_08429_,83.49µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[8\],83.49µm
net318,83.49µm
_00392_,83.44µm
u_transform_scheduler_core.mod_diag_X0_q\[7\],83.44µm
clknet_leaf_179_clk_regs,83.08µm
clknet_leaf_4_clk_regs,83.03µm
clknet_leaf_168_clk_regs,83.03µm
net1487,82.98µm
_02225_,82.93µm
_05037_,82.93µm
_09655_,82.93µm
net1188,82.93µm
clknet_leaf_135_clk_regs,82.93µm
_07513_,82.88µm
_03199_,82.69µm
clknet_leaf_91_clk_regs,82.52µm
_04868_,82.47µm
u_transform_scheduler_core.tx_mem_addr\[2\],82.47µm
net1030,82.47µm
clknet_leaf_165_clk_regs,82.47µm
_05271_,82.42µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[6\],82.42µm
_05741_,82.32µm
_06997_,82.32µm
_02875_,82.06µm
_05823_,81.96µm
_05265_,81.86µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[2\],81.86µm
net1539,81.86µm
_05477_,81.81µm
_06745_,81.81µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[3\],81.81µm
net1580,81.76µm
_04802_,81.5µm
clknet_leaf_17_clk_regs,81.5µm
clknet_leaf_245_clk_regs,81.5µm
_02804_,81.25µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[5\],81.25µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[7\],81.25µm
net1257,81.25µm
_02042_,81.2µm
_08741_,81.2µm
net1362,80.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[8\],80.84µm
clknet_leaf_85_clk_regs,80.84µm
clknet_leaf_201_clk_regs,80.79µm
_02125_,80.74µm
_02196_,80.74µm
_08427_,80.74µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[9\],80.74µm
_05617_,80.69µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[0\],80.69µm
_09221_,80.64µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[3\],80.56µm
clknet_leaf_96_clk_regs,80.33µm
clknet_leaf_80_clk_regs,80.28µm
net957,80.23µm
clknet_leaf_306_clk_regs,80.18µm
_10024_,80.13µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[2\],80.13µm
clknet_leaf_309_clk_regs,80.13µm
_06929_,80.08µm
_09293_,80.08µm
net1532,79.72µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[1\],79.67µm
clknet_leaf_327_clk_regs,79.67µm
clknet_leaf_330_clk_regs,79.67µm
_07986_,79.62µm
_02315_,79.57µm
_05664_,79.57µm
_07261_,79.57µm
_07068_,79.52µm
_08343_,79.52µm
u_transform_scheduler_core.ofdm_sample_q\[0\],79.52µm
clknet_leaf_317_clk_regs,79.21µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[15\],79.16µm
net350,79.16µm
clknet_leaf_289_clk_regs,79.16µm
_05019_,79.11µm
_08225_,79.11µm
clknet_leaf_244_clk_regs,79.11µm
_02979_,79.01µm
_05640_,79.01µm
_08606_,79.01µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[15\],79.01µm
net867,79.01µm
_02117_,78.96µm
_08961_,78.96µm
clknet_leaf_77_clk_regs,78.65µm
clknet_leaf_174_clk_regs,78.65µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[6\],78.6µm
_05674_,78.5µm
_07899_,78.5µm
_07273_,78.45µm
_02107_,78.4µm
_06218_,78.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[1\],78.4µm
_04808_,78.09µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[0\],77.99µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[13\],77.99µm
clknet_leaf_170_clk_regs,77.99µm
_05352_,77.94µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[14\],77.94µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[3\],77.94µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[11\],77.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[13\],77.89µm
net1610,77.84µm
clknet_leaf_25_clk_regs,77.58µm
_06096_,77.43µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[0\],77.43µm
clknet_leaf_270_clk_regs,77.43µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[8\],77.38µm
_05736_,77.33µm
_06810_,77.33µm
_08758_,77.33µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[13\],77.33µm
_05078_,76.92µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[7\],76.92µm
_04782_,76.87µm
net782,76.87µm
net1496,76.87µm
u_transform_scheduler_core.bf_X0_i\[1\],76.82µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[15\],76.82µm
clknet_leaf_147_clk_regs,76.82µm
_09671_,76.77µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[2\],76.77µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[2\],76.77µm
_05822_,76.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[9\],76.41µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[13\],76.36µm
clknet_leaf_41_clk_regs,76.31µm
clknet_leaf_86_clk_regs,76.31µm
clknet_leaf_113_clk_regs,76.31µm
_03692_,75.8µm
_04526_,75.8µm
u_transform_scheduler_core.small_sent_x2_i,75.75µm
clknet_leaf_263_clk_regs,75.75µm
_08355_,75.7µm
clknet_leaf_18_clk_regs,75.7µm
_02192_,75.65µm
_04328_,75.65µm
_05368_,75.65µm
_07939_,75.65µm
u_transform_scheduler_core.mod_diag_X0_q\[2\],75.65µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[21\],75.65µm
_04031_,75.6µm
_07177_,75.6µm
clknet_leaf_288_clk_regs,75.29µm
net1186,75.24µm
_04752_,75.14µm
_04797_,75.14µm
_08534_,75.09µm
u_transform_scheduler_core.tx_mem_addr\[3\],75.09µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[9\],75.09µm
_06511_,75.04µm
_08381_,75.04µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[12\],75.04µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[8\],75.04µm
_03506_,74.9µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[1\],74.68µm
_08358_,74.58µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[10\],74.58µm
_02961_,74.53µm
_04053_,74.53µm
_05314_,74.53µm
_05381_,74.53µm
_08351_,74.53µm
u_transform_scheduler_core.mod_diag_X1_q\[12\],74.53µm
_02058_,74.48µm
_02743_,74.48µm
net440,74.17µm
_05308_,74.07µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[3\],74.07µm
clknet_leaf_53_clk_regs,74.07µm
clknet_leaf_97_clk_regs,74.07µm
clknet_leaf_188_clk_regs,74.07µm
_06069_,73.97µm
_06422_,73.97µm
_09457_,73.97µm
u_transform_scheduler_core.mod_diag_valid,73.97µm
_05763_,73.92µm
_09234_,73.92µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[1\],73.69µm
net1365,73.56µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[15\],73.51µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[13\],73.46µm
_02049_,73.41µm
_02249_,73.41µm
_05479_,73.41µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[15\],73.41µm
_06049_,73.36µm
input_left\[0\],73.05µm
_04772_,73µm
clknet_leaf_78_clk_regs,73µm
clknet_leaf_159_clk_regs,73µm
clknet_leaf_232_clk_regs,73µm
_03723_,72.95µm
_05470_,72.95µm
net650,72.95µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[19\],72.9µm
_02990_,72.85µm
_05339_,72.85µm
clknet_leaf_82_clk_regs,72.85µm
clknet_leaf_183_clk_regs,72.85µm
_09261_,72.8µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_sum_i_reg\[0\],72.8µm
_05500_,72.49µm
clknet_leaf_106_clk_regs,72.45µm
_04914_,72.39µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[4\],72.39µm
clknet_leaf_310_clk_regs,72.39µm
_04962_,72.34µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[13\],72.34µm
u_transform_scheduler_core.fft128_block_ready,72.34µm
_02020_,72.29µm
_04270_,72.29µm
_05298_,72.29µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[1\],72.29µm
_03189_,72.24µm
_04212_,72.24µm
_06061_,72.24µm
u_serializer.byte_index\[0\],71.88µm
_07378_,71.83µm
_08331_,71.83µm
_09732_,71.83µm
clknet_leaf_276_clk_regs,71.83µm
_05986_,71.78µm
_06682_,71.78µm
_08444_,71.78µm
net1115,71.78µm
clknet_leaf_50_clk_regs,71.73µm
_05474_,71.68µm
_08974_,71.68µm
clknet_leaf_13_clk_regs,71.68µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[6\],71.55µm
clknet_leaf_154_clk_regs,71.37µm
input_left\[2\],71.32µm
_08776_,71.22µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[3\],71.22µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[1\],71.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[10\],71.22µm
_03180_,71.17µm
_04720_,71.17µm
_06187_,71.17µm
_02067_,71.12µm
_02476_,71.12µm
_06559_,71.12µm
net636,71.12µm
clknet_leaf_84_clk_regs,71.12µm
u_transform_scheduler_core.u_fft_scratch_sram.rv_hi,70.99µm
clknet_leaf_146_clk_regs,70.76µm
clknet_leaf_279_clk_regs,70.76µm
_03389_,70.71µm
_09621_,70.71µm
_05877_,70.66µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[4\],70.66µm
_04606_,70.61µm
_08311_,70.61µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[0\],70.61µm
_06608_,70.56µm
_08860_,70.56µm
u_transform_scheduler_core.fifo_inverse\[0\]\[0\],70.2µm
clknet_leaf_172_clk_regs,70.15µm
_05905_,70.1µm
_07385_,70.1µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[13\],70.1µm
_03386_,70.05µm
_04582_,70µm
_05525_,70µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[0\],69.91µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[1\],69.82µm
clknet_leaf_324_clk_regs,69.82µm
_07812_,69.59µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[12\],69.59µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[13\],69.54µm
u_transform_scheduler_core.rx_state\[16\],69.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[6\],69.54µm
clknet_leaf_160_clk_regs,69.54µm
_03252_,69.49µm
_05035_,69.49µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[4\],69.49µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[22\],69.49µm
net47,69.49µm
_06376_,69.44µm
_07766_,69.44µm
clknet_leaf_42_clk_regs,69.31µm
_03714_,69.13µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[2\],69.08µm
_09562_,69.03µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[12\],68.98µm
clknet_leaf_89_clk_regs,68.98µm
clknet_leaf_313_clk_regs,68.98µm
_03192_,68.93µm
_08890_,68.93µm
_06435_,68.88µm
_06630_,68.88µm
net862,68.67µm
_03063_,68.52µm
net962,68.52µm
_05277_,68.47µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[3\],68.47µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[17\],68.47µm
_06254_,68.42µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[5\],68.42µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[8\],68.42µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[1\],68.37µm
net72,68.37µm
_05579_,68.32µm
_07618_,68.32µm
_08421_,68.32µm
_05269_,67.96µm
u_serializer.byte_index\[1\],67.96µm
_06795_,67.91µm
clknet_leaf_312_clk_regs,67.91µm
_02717_,67.86µm
_04863_,67.86µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_phase,67.86µm
_05097_,67.81µm
_06839_,67.81µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[27\],67.81µm
clknet_leaf_142_clk_regs,67.81µm
_03200_,67.76µm
_07034_,67.76µm
_08704_,67.76µm
_10018_,67.76µm
u_transform_scheduler_core.mod_diag_X0_q\[6\],67.35µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[15\],67.3µm
u_transform_scheduler_core.fifo_x1_i\[0\]\[10\],67.3µm
_08830_,67.25µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[1\],67.25µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[7\],67.25µm
_09017_,67.2µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[0\],66.84µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[14\],66.84µm
_03388_,66.74µm
_08398_,66.74µm
_09050_,66.74µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[8\],66.74µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[6\],66.74µm
clknet_leaf_131_clk_regs,66.74µm
clknet_leaf_178_clk_regs,66.74µm
_02114_,66.69µm
_02177_,66.69µm
_05593_,66.69µm
_06916_,66.69µm
_07614_,66.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[12\],66.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[17\],66.64µm
net655,66.61µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_issued,66.46µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[1\],66.28µm
clknet_leaf_226_clk_regs,66.28µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[1\],66.23µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[1\],66.23µm
clknet_leaf_304_clk_regs,66.23µm
_07389_,66.18µm
clknet_leaf_219_clk_regs,66.18µm
_07363_,66.13µm
_08200_,66.08µm
_05195_,65.77µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[0\],65.72µm
_03543_,65.67µm
u_transform_scheduler_core.mod_diag_addr1\[3\],65.67µm
clknet_leaf_167_clk_regs,65.67µm
net261,65.62µm
net625,65.62µm
_05917_,65.57µm
_06230_,65.57µm
_07555_,65.57µm
_08388_,65.57µm
u_transform_scheduler_core.mod_diag_X1_q\[4\],65.57µm
u_transform_scheduler_core.ofdm_sample_i\[1\],65.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[5\],65.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_full,65.57µm
_01332_,65.52µm
_08838_,65.52µm
_08396_,65.16µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[14\],65.16µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[8\],65.11µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[4\],65.11µm
clknet_leaf_234_clk_regs,65.11µm
_04813_,65.06µm
_07533_,65.01µm
_08886_,65.01µm
_09229_,65.01µm
echo_data\[0\],65.01µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[5\],65.01µm
_06102_,64.96µm
_06319_,64.96µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[14\],64.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[4\],64.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_full,64.55µm
clknet_leaf_314_clk_regs,64.55µm
_04740_,64.5µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[0\],64.45µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[9\],64.45µm
u_transform_scheduler_core.fifo_x2_q\[0\]\[0\],64.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_im_reg\[3\],64.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_full,64.45µm
_04977_,64.4µm
_05171_,64.4µm
_07747_,64.4µm
_05461_,64.04µm
_04787_,63.99µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[7\],63.99µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[9\],63.99µm
net821,63.99µm
_04788_,63.94µm
_05521_,63.94µm
_05658_,63.94µm
_06085_,63.94µm
_06865_,63.94µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[13\],63.94µm
clknet_leaf_65_clk_regs,63.94µm
_02680_,63.89µm
_03387_,63.89µm
_04138_,63.89µm
_05316_,63.89µm
_06340_,63.89µm
_08717_,63.89µm
_02751_,63.84µm
_07796_,63.84µm
_08283_,63.84µm
_04621_,63.53µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[1\],63.48µm
_02254_,63.38µm
_02684_,63.38µm
_05139_,63.38µm
_05671_,63.38µm
clknet_leaf_33_clk_regs,63.38µm
clknet_leaf_197_clk_regs,63.38µm
_02076_,63.33µm
_04415_,63.33µm
_09036_,63.33µm
_09814_,63.33µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[2\],63.33µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[12\],63.33µm
clknet_leaf_121_clk_regs,63.33µm
_05491_,63.28µm
_08141_,63.28µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[15\],62.87µm
_03713_,62.82µm
_04605_,62.82µm
_08269_,62.82µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[12\],62.82µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[2\],62.82µm
net639,62.82µm
clknet_leaf_163_clk_regs,62.82µm
_03546_,62.77µm
_05038_,62.77µm
clknet_leaf_295_clk_regs,62.77µm
_05634_,62.72µm
_07684_,62.72µm
_08770_,62.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[16\],62.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[12\],62.41µm
_05365_,62.36µm
_05524_,62.31µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[4\],62.31µm
_04796_,62.26µm
_04815_,62.26µm
_05044_,62.26µm
_06859_,62.26µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[13\],62.26µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[0\],62.26µm
_04047_,62.21µm
_05102_,62.21µm
_06790_,62.21µm
u_transform_scheduler_core.tx_dout\[1\],62.21µm
net967,62.21µm
_08827_,62.16µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[3\],62.16µm
u_transform_scheduler_core.mod_diag_last,61.85µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[7\],61.75µm
u_transform_scheduler_core.rx_state\[15\],61.75µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[5\],61.75µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[3\],61.75µm
_08585_,61.7µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[5\],61.7µm
u_transform_scheduler_core.tx_dout\[3\],61.7µm
u_transform_scheduler_core.tx_mem_addr\[5\],61.7µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[3\],61.7µm
clknet_leaf_202_clk_regs,61.7µm
_02525_,61.65µm
_09180_,61.65µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[0\],61.65µm
_03610_,61.6µm
_04978_,61.6µm
_05653_,61.6µm
_06685_,61.6µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[10\],61.6µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[13\],61.6µm
_04725_,61.29µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[1\],61.19µm
u_transform_scheduler_core.mod_x1_i\[0\],61.19µm
net1565,61.19µm
clknet_leaf_22_clk_regs,61.19µm
clknet_leaf_52_clk_regs,61.19µm
_02889_,61.14µm
_04905_,61.14µm
_09131_,61.14µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[20\],61.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[10\],61.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[10\],61.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[2\],61.14µm
clknet_leaf_15_clk_regs,61.14µm
_05366_,61.09µm
_05432_,61.09µm
u_transform_scheduler_core.dft12_sent_twiddle_im,61.09µm
_02083_,61.04µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[2\],61.04µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[6\],60.63µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[14\],60.63µm
clknet_leaf_185_clk_regs,60.63µm
_03235_,60.58µm
_05036_,60.58µm
_07370_,60.58µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[8\],60.58µm
net490,60.58µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[13\],60.57µm
_04069_,60.53µm
_05285_,60.53µm
_05302_,60.53µm
_06205_,60.53µm
_07379_,60.53µm
_08789_,60.53µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[6\],60.53µm
_05267_,60.48µm
_05418_,60.48µm
_07532_,60.48µm
_03135_,60.22µm
u_transform_scheduler_core.rx_state\[13\],60.17µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[4\],60.07µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[3\],60.07µm
_05455_,60.02µm
_05586_,60.02µm
_08438_,60.02µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[7\],60.02µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[4\],60.02µm
u_transform_scheduler_core.ofdm_sample_index\[5\],60.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[13\],60.02µm
clknet_leaf_217_clk_regs,60.02µm
_04251_,59.97µm
_05978_,59.97µm
_05310_,59.92µm
_06516_,59.92µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[11\],59.92µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_write,59.92µm
u_transform_scheduler_core.tx_dout_valid,59.71µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[2\],59.56µm
_04759_,59.51µm
clknet_leaf_14_clk_regs,59.51µm
_04791_,59.46µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[3\],59.46µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[11\],59.46µm
_04764_,59.41µm
_07620_,59.41µm
_08454_,59.41µm
_02246_,59.36µm
_02757_,59.36µm
_03144_,59.36µm
_06393_,59.36µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[10\],59.18µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[4\],59µm
_04460_,58.95µm
_05520_,58.95µm
_07722_,58.95µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[9\],58.95µm
_02312_,58.9µm
_05588_,58.9µm
_08348_,58.9µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[7\],58.9µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[5\],58.9µm
u_transform_scheduler_core.rx_state\[11\],58.9µm
u_transform_scheduler_core.u_fdiq_input_adapter.held_i\[4\],58.9µm
_07250_,58.85µm
_08907_,58.85µm
