test,output_sample,rtl_i_code,rtl_q_code,rtl_i_saturated,rtl_q_saturated,numpy_i,numpy_q
4,52,4,-11,4,-11,0.0322265625,-0.0849609375
4,53,11,-3,11,-3,0.08791678097661702,-0.020056104724042855
4,54,8,6,8,6,0.06500440048408657,0.048267838631142375
4,55,1,6,1,6,0.011135705671947299,0.05389336918796353
4,56,0,1,0,1,0.002364973292655309,0.01449954688203503
4,57,6,0,6,0,0.05005283100932588,0.006523236648105175
4,58,10,8,10,8,0.08561699178075131,0.07054508843744486
4,59,5,20,5,20,0.040161295988131264,0.15828992598327835
4,60,-10,23,-10,23,-0.07395871828258109,0.18231282051300993
4,61,-23,14,-23,14,-0.17265315321719404,0.11036634805537854
4,62,-24,-1,-24,-1,-0.18746058769484308,-0.002297161956054907
4,63,-17,-10,-17,-10,-0.13092565980061346,-0.07490758663630666
4,64,-10,-11,-10,-11,-0.07094088843028007,-0.08295036444729982
4,65,-7,-9,-7,-9,-0.05118209497885558,-0.0694507528811889
4,66,-7,-11,-7,-11,-0.05072966894201954,-0.08214884319380511
4,67,-3,-15,-3,-15,-0.022318836635173762,-0.1156689509635286
