test,output_sample,rtl_i_code,rtl_q_code,rtl_i_saturated,rtl_q_saturated,numpy_i,numpy_q
0,43,-1,0,-1,0,-0.0019819988900103723,0.0024150726351890926
0,44,-1,0,-1,0,-0.006692393808214905,0.0016763573814228636
0,45,-1,-1,-1,-1,-0.0078125,-0.003236043456039806
0,46,-1,-1,-1,-1,-0.0036942224856262185,-0.00616343786026751
0,47,0,-1,0,-1,0.00033227824233233224,-0.00337367761049535
0,48,-1,0,-1,0,-0.0011933284755881832,0.0013166350780127762
0,49,-1,0,-1,0,-0.006516322804372262,0.0012961771956277388
0,50,-2,-1,-2,-1,-0.008623816051461381,-0.004078761226107397
0,51,-1,-2,-1,-2,-0.004401559543029788,-0.008234738711664571
0,52,0,-1,0,-1,0.0008595274655133892,-0.0057944634999054865
0,53,0,0,0,0,0.0,0.0
0,54,-1,0,-1,0,-0.0063932052727392295,0.0009483424176671435
0,55,-2,-1,-2,-1,-0.010034058152459068,-0.0053633158212672005
0,56,-1,-2,-1,-2,-0.0054995728737875435,-0.011627869884017032
0,57,0,-2,0,-2,0.001939866260412068,-0.009752366260412065
0,58,0,-1,0,-1,0.0021966729181998896,-0.0019909482806715
0,59,-1,0,-1,0,-0.006311706873036858,0.0006216488675044565
0,60,-2,-2,-2,-2,-0.01303149446732535,-0.0078107771951184245
0,61,-1,-3,-1,-3,-0.0078125,-0.018861043456039804
0,62,0,-3,0,-3,0.00468510502085932,-0.0187039876937352
0,63,1,-1,1,-1,0.007961427520714898,-0.006533774710970322
0,64,-1,0,-1,0,-0.006265149874341387,0.00030778707665996637
0,65,-3,-2,-3,-2,-0.023544294891116594,-0.015731794891116594
0,66,-3,-7,-3,-7,-0.017592662805239787,-0.049168198710202296
0,67,2,-10,2,-10,0.0213760501970083,-0.0704673937516253
0,68,9,-7,9,-7,0.07104954431948002,-0.052693933356921546
1,0,3,-6,3,-6,0.030291698246969825,-0.042766751671883214
1,1,4,-6,4,-6,0.034337710140409775,-0.039591712435346864
1,2,4,-5,4,-5,0.03805303111429583,-0.03603538336502657
1,3,5,-5,5,-5,0.04140188059664842,-0.032132013853956726
1,4,5,-4,5,-4,0.04435200733628515,-0.027919195484327773
1,5,6,-3,6,-3,0.046875,-0.0234375
1,6,6,-3,6,-3,0.048946560789233304,-0.01873008857843146
1,7,6,-2,6,-2,0.05054673944115443,-0.0138422961649447
1,8,6,-2,6,-2,0.05166012536059875,-0.008821194872420723
1,9,6,-1,6,-1,0.05227599603252335,-0.0037151406511196985
1,10,6,0,6,0,0.052388420285688464,0.0014266924055540663
1,11,6,0,6,0,0.05199631541307873,0.006554785634452949
1,12,6,1,6,1,0.05110345759896374,0.011619752694481733
1,13,6,2,6,2,0.04971844555217913,0.01657281518405971
1,14,6,2,6,2,0.04785461769586003,0.021366272403792855
1,15,5,3,5,3,0.045529923711134755,0.025953960740284884
1,16,5,3,5,3,0.042766751671883214,0.030291698246969825
1,17,5,4,5,4,0.039591712435346864,0.034337710140409775
1,18,4,4,4,4,0.03603538336502657,0.03805303111429583
1,19,4,5,4,5,0.032132013853956726,0.04140188059664842
1,20,3,5,3,5,0.027919195484327773,0.04435200733628515
1,21,3,6,3,6,0.0234375,0.046875
1,22,2,6,2,6,0.01873008857843146,0.048946560789233304
1,23,1,6,1,6,0.0138422961649447,0.05054673944115443
1,24,1,6,1,6,0.008821194872420723,0.05166012536059875
1,25,0,6,0,6,0.0037151406511196985,0.05227599603252335
1,26,-1,6,-1,6,-0.0014266924055540663,0.052388420285688464
1,27,-1,6,-1,6,-0.006554785634452949,0.05199631541307873
1,28,-2,6,-2,6,-0.011619752694481733,0.05110345759896374
1,29,-3,6,-3,6,-0.01657281518405971,0.04971844555217913
1,30,-3,6,-3,6,-0.021366272403792855,0.04785461769586003
1,31,-4,5,-4,5,-0.025953960740284884,0.045529923711134755
1,32,-4,5,-4,5,-0.030291698246969825,0.042766751671883214
1,33,-5,5,-5,5,-0.034337710140409775,0.039591712435346864
1,34,-5,4,-5,4,-0.03805303111429583,0.03603538336502657
1,35,-6,4,-6,4,-0.04140188059664842,0.032132013853956726
1,36,-6,3,-6,3,-0.04435200733628515,0.027919195484327773
1,37,-6,3,-6,3,-0.046875,0.0234375
1,38,-7,2,-7,2,-0.048946560789233304,0.01873008857843146
1,39,-7,1,-7,1,-0.05054673944115443,0.0138422961649447
1,40,-7,1,-7,1,-0.05166012536059875,0.008821194872420723
1,41,-7,0,-7,0,-0.05227599603252335,0.0037151406511196985
1,42,-7,-1,-7,-1,-0.052388420285688464,-0.0014266924055540663
1,43,-7,-1,-7,-1,-0.05199631541307873,-0.006554785634452949
1,44,-7,-2,-7,-2,-0.05110345759896374,-0.011619752694481733
1,45,-7,-3,-7,-3,-0.04971844555217913,-0.01657281518405971
1,46,-7,-3,-7,-3,-0.04785461769586003,-0.021366272403792855
1,47,-6,-4,-6,-4,-0.045529923711134755,-0.025953960740284884
1,48,-6,-4,-6,-4,-0.042766751671883214,-0.030291698246969825
1,49,-6,-5,-6,-5,-0.039591712435346864,-0.034337710140409775
1,50,-5,-5,-5,-5,-0.03603538336502657,-0.03805303111429583
1,51,-5,-6,-5,-6,-0.032132013853956726,-0.04140188059664842
1,52,-4,-6,-4,-6,-0.027919195484327773,-0.04435200733628515
1,53,-3,-6,-3,-6,-0.0234375,-0.046875
1,54,-3,-7,-3,-7,-0.01873008857843146,-0.048946560789233304
1,55,-2,-7,-2,-7,-0.0138422961649447,-0.05054673944115443
1,56,-2,-7,-2,-7,-0.008821194872420723,-0.05166012536059875
1,57,-1,-7,-1,-7,-0.0037151406511196985,-0.05227599603252335
1,58,0,-7,0,-7,0.0014266924055540663,-0.052388420285688464
1,59,0,-7,0,-7,0.006554785634452949,-0.05199631541307873
1,60,1,-7,1,-7,0.011619752694481733,-0.05110345759896374
1,61,2,-7,2,-7,0.01657281518405971,-0.04971844555217913
1,62,2,-7,2,-7,0.021366272403792855,-0.04785461769586003
1,63,3,-6,3,-6,0.025953960740284884,-0.045529923711134755
1,64,3,-6,3,-6,0.030291698246969825,-0.042766751671883214
1,65,4,-6,4,-6,0.034337710140409775,-0.039591712435346864
1,66,4,-5,4,-5,0.03805303111429583,-0.03603538336502657
1,67,5,-5,5,-5,0.04140188059664842,-0.032132013853956726
1,68,5,-4,5,-4,0.04435200733628515,-0.027919195484327773
2,0,-12,-7,-12,-7,-0.08959781860796179,-0.05314530124527728
2,1,-4,-15,-4,-15,-0.029804029629699844,-0.1117821243903495
2,2,7,-14,7,-14,0.05412814782341272,-0.10865860267605501
2,3,14,-7,14,-7,0.10936958805287325,-0.0499350396325874
2,4,14,3,14,3,0.10998573928891851,0.02318376716511516
2,5,9,9,9,9,0.0703125,0.0703125
2,6,3,10,3,10,0.02461560333572543,0.08084004447377546
2,7,-1,9,-1,9,-0.0053091371290057195,0.07274605634659614
2,8,-4,8,-4,8,-0.024549420073046137,0.06660456648587323
2,9,-7,7,-7,7,-0.05039808407752072,0.062063678838170364
2,10,-11,5,-11,5,-0.08559663320930949,0.03995516067386594
2,11,-14,-2,-14,-2,-0.10780840295713465,-0.012528852881087613
2,12,-12,-11,-12,-11,-0.08780514361661965,-0.07930076393698762
2,13,-3,-16,-3,-16,-0.02059405444782087,-0.12003094555217914
2,14,7,-14,7,-14,0.06064708825129009,-0.10158880397546409
2,15,13,-4,13,-4,0.10439656134895783,-0.029681338938753063
2,16,10,6,10,6,0.0807764434127747,0.0489731015030324
2,17,1,10,1,10,0.008248821161829619,0.07952247518187897
2,18,-8,5,-8,5,-0.057415611313114186,0.0417407460431098
2,19,-9,-5,-9,-5,-0.06517687371010812,-0.03274371366252376
2,20,-2,-11,-2,-11,-0.008371511111737187,-0.08408899166840945
2,21,9,-9,9,-9,0.0703125,-0.0703125
2,22,14,0,14,0,0.1123953227506278,0.0012811442847836321
2,23,11,10,11,10,0.08798789042411687,0.08193501151935521
2,24,1,15,1,15,0.01536157512293241,0.12041831393956864
2,25,-8,12,-8,12,-0.05796726671400876,0.10011652962969984
2,26,-13,5,-13,5,-0.09396658398418604,0.04497191610438009
2,27,-12,-1,-12,-1,-0.08915472727143708,-0.006870322224744332
2,28,-9,-5,-9,-5,-0.0671446607659672,-0.03561784312810293
2,29,-7,-7,-7,-7,-0.04971844555217913,-0.04971844555217913
2,30,-5,-9,-5,-9,-0.03561784312810293,-0.06714466076596722
2,31,-1,-12,-1,-12,-0.0068703222247443185,-0.0891547272714371
2,32,5,-12,5,-12,0.044971916104380096,-0.09396658398418606
2,33,12,-8,12,-8,0.10011652962969984,-0.057967266714008744
2,34,15,1,15,1,0.12041831393956867,0.015361575122932423
2,35,10,11,10,11,0.0819350115193552,0.08798789042411688
2,36,0,14,0,14,0.0012811442847836252,0.1123953227506278
2,37,-9,9,-9,9,-0.0703125,0.0703125
2,38,-11,-2,-11,-2,-0.08408899166840945,-0.00837151111173718
2,39,-5,-9,-5,-9,-0.03274371366252375,-0.06517687371010814
2,40,5,-8,5,-8,0.041740746043109775,-0.05741561131311419
2,41,10,1,10,1,0.07952247518187897,0.008248821161829633
2,42,6,10,6,10,0.048973101503032385,0.08077644341277469
2,43,-4,13,-4,13,-0.029681338938753084,0.1043965613489578
2,44,-14,7,-14,7,-0.10158880397546408,0.06064708825129006
2,45,-16,-3,-16,-3,-0.12003094555217914,-0.02059405444782087
2,46,-11,-12,-11,-12,-0.07930076393698762,-0.08780514361661963
2,47,-2,-14,-2,-14,-0.012528852881087592,-0.10780840295713463
2,48,5,-11,5,-11,0.03995516067386594,-0.08559663320930948
2,49,7,-7,7,-7,0.06206367883817038,-0.05039808407752072
2,50,8,-4,8,-4,0.06660456648587323,-0.024549420073046144
2,51,9,-1,9,-1,0.07274605634659616,-0.005309137129005716
2,52,10,3,10,3,0.08084004447377546,0.02461560333572543
2,53,9,9,9,9,0.0703125,0.0703125
2,54,3,14,3,14,0.02318376716511516,0.10998573928891853
2,55,-7,14,-7,14,-0.049935039632587414,0.10936958805287324
2,56,-14,6,-14,6,-0.10865860267605501,0.054128147823412735
2,57,-15,-4,-15,-4,-0.11178212439034949,-0.029804029629699844
2,58,-7,-12,-7,-12,-0.05314530124527729,-0.08959781860796179
2,59,3,-11,3,-11,0.027770686958608327,-0.08499738624312589
2,60,9,-3,9,-3,0.07280319142231048,-0.021834182769258487
2,61,6,6,6,6,0.04971844555217913,0.04971844555217913
2,62,-3,9,-3,9,-0.021834182769258463,0.0728031914223105
2,63,-11,3,-11,3,-0.08499738624312589,0.02777068695860832
2,64,-12,-7,-12,-7,-0.08959781860796179,-0.05314530124527728
2,65,-4,-15,-4,-15,-0.029804029629699844,-0.1117821243903495
2,66,7,-14,7,-14,0.05412814782341272,-0.10865860267605501
2,67,14,-7,14,-7,0.10936958805287325,-0.0499350396325874
2,68,14,3,14,3,0.10998573928891851,0.02318376716511516
3,0,7,-10,7,-10,0.05793938583666793,-0.07230423187809713
3,1,16,-4,16,-4,0.12578401263783928,-0.02773454648153787
3,2,16,8,16,8,0.13256102996320338,0.06543890938481974
3,3,7,16,7,16,0.062014519565840046,0.13184131496885765
3,4,-4,15,-4,15,-0.02774667741301441,0.11948056837990437
3,5,-9,6,-9,6,-0.064453125,0.052734375
3,6,-5,0,-5,0,-0.0353693443210093,0.002844800618852691
3,7,0,1,0,1,0.006316976289942128,0.010742733031535744
3,8,0,6,0,6,0.0055889391061600124,0.04883178536214133
3,9,-5,7,-5,7,-0.035144824275814356,0.06057525840067621
3,10,-9,3,-9,3,-0.06662508923722682,0.027364680897925372
3,11,-7,-2,-7,-2,-0.054740253715722734,-0.01474297742516102
3,12,-3,-3,-3,-3,-0.01860520235975173,-0.02267438773579876
3,13,-1,0,-1,0,-0.0030202420848385605,0.0024972775118027486
3,14,-4,2,-4,2,-0.02319078984079381,0.020922268262010043
3,15,-7,0,-7,0,-0.0491998824302052,0.00492401581499402
3,16,-6,-4,-6,-4,-0.045681186603196915,-0.02858725903909042
3,17,-2,-6,-2,-6,-0.015194365435000832,-0.04177848769568576
3,18,0,-4,0,-4,0.007282473504913193,-0.023354227023361002
3,19,-1,-1,-1,-1,-0.0009648133799772945,-0.0007468869045776086
3,20,-3,-1,-3,-1,-0.02327825010496507,-0.004197039630084058
3,21,-4,-4,-4,-4,-0.0263671875,-0.029296875
3,22,-1,-6,-1,-6,-0.0024607113919044516,-0.044148493361760716
3,23,2,-4,2,-4,0.022056921097039207,-0.030264385047663236
3,24,2,-1,2,-1,0.020820407902377356,-0.005125209208954292
3,25,0,0,0,0,0.0003549735649434581,0.0009324359400700467
3,26,-2,-3,-2,-3,-0.00927317750034672,-0.01690531609240889
3,27,0,-5,0,-5,0.006998376704328931,-0.0327238668967902
3,28,3,-3,3,-3,0.03060632503446787,-0.023417453659967422
3,29,4,0,4,0,0.03353484310633724,0.0021272037177528648
3,30,1,1,1,1,0.013906355286810723,0.014824779219134141
3,31,-1,0,-1,0,-0.002106312755845631,0.00249505023381804
3,32,0,-3,0,-3,0.0060963290736824535,-0.015013156104471542
3,33,3,-2,3,-2,0.027420255345114344,-0.011515837777392507
3,34,4,1,4,1,0.03349410729321626,0.012011876706446784
3,35,1,3,1,3,0.014990783697036391,0.028738016528220507
3,36,-1,2,-1,2,-0.006455426635559413,0.020238000953609316
3,37,-1,0,-1,0,-0.005859375,0.0
3,38,1,-1,1,-1,0.013177053604489314,-0.0038157170192865946
3,39,3,2,3,2,0.02297992568993211,0.015525514426789719
3,40,0,4,0,4,0.007219095872254727,0.03443267032929001
3,41,-3,3,-3,3,-0.017852035851970906,0.028930179698354274
3,42,-4,0,-4,0,-0.023735757461448216,0.005514865038368764
3,43,-1,-1,-1,-1,-0.006120047236474427,-0.00666556406263326
3,44,1,0,1,0,0.00912465660464238,0.0070477943192578316
3,45,-1,3,-1,3,-0.0012691181157603302,0.027528243892389483
3,46,-4,3,-4,3,-0.027681458633372184,0.025685225325570018
3,47,-5,-1,-5,-1,-0.03892128106667076,-0.00012085118811241882
3,48,-3,-3,-3,-3,-0.021820118136152027,-0.02091598889622961
3,49,0,-2,0,-2,0.0010450826526460961,-0.013449774449576098
3,50,-1,1,-1,1,-0.0007855090646010235,0.009424680580606897
3,51,-4,1,-4,1,-0.026343421805149494,0.013842463479716766
3,52,-6,-2,-6,-2,-0.04279711683843627,-0.01197773646464818
3,53,-4,-6,-4,-6,-0.0263671875,-0.041015625
3,54,0,-6,0,-6,0.006148889138683426,-0.0401523926199176
3,55,2,-2,2,-2,0.01658421405846613,-0.012831963532040535
3,56,-1,0,-1,0,-0.006334091902687004,0.0028968725136422156
3,57,-4,-3,-4,-3,-0.03011800984135043,-0.01855535923969942
3,58,-3,-8,-3,-8,-0.01713356057594059,-0.05566670834329113
3,59,3,-9,3,-9,0.026760987774909692,-0.06324741089122617
3,60,7,-4,7,-4,0.05532293056351011,-0.028715229240503657
3,61,4,1,4,1,0.037506303297854995,0.008021531482846022
3,62,0,0,0,0,-0.00031451076467317596,1.0768426291486895e-05
3,63,0,-6,0,-6,-0.0003066924874491173,-0.046765202535728
3,64,7,-10,7,-10,0.05793938583666793,-0.07230423187809713
3,65,16,-4,16,-4,0.12578401263783928,-0.02773454648153787
3,66,16,8,16,8,0.13256102996320338,0.06543890938481974
3,67,7,16,7,16,0.062014519565840046,0.13184131496885765
3,68,-4,15,-4,15,-0.02774667741301441,0.11948056837990437
4,0,-17,-10,-17,-10,-0.13092565980061346,-0.07490758663630666
4,1,-10,-11,-10,-11,-0.07094088843028007,-0.08295036444729982
4,2,-7,-9,-7,-9,-0.05118209497885558,-0.0694507528811889
4,3,-7,-11,-7,-11,-0.05072966894201954,-0.08214884319380511
4,4,-3,-15,-3,-15,-0.022318836635173762,-0.1156689509635286
4,5,5,-16,5,-16,0.04394531250000001,-0.123046875
4,6,13,-10,13,-10,0.10692841573852506,-0.07505785917622694
4,7,15,0,15,0,0.12034563872160248,0.005605573533978274
4,8,10,8,10,8,0.07912879916447949,0.06999518324346646
4,9,2,11,2,11,0.015801174959665383,0.09037132638248392
4,10,-5,9,-5,9,-0.03799405414258591,0.0737629444130434
4,11,-10,4,-10,4,-0.07276942325147143,0.03682387070796654
4,12,-12,-2,-12,-2,-0.086169101113033,-0.014722478378392443
4,13,-9,-10,-9,-10,-0.06510109640130293,-0.0739168483061585
4,14,0,-15,0,-15,0.00046491940305373215,-0.1121627441361707
4,15,11,-12,11,-12,0.08734473697700013,-0.09133275897946798
4,16,17,-1,17,-1,0.13943786709559017,-0.005323248545502686
4,17,14,12,14,12,0.11259754290968396,0.09841832135569405
4,18,2,19,2,19,0.019907598732717163,0.15199653323386914
4,19,-10,16,-10,16,-0.07566663026026915,0.12662774939137506
4,20,-16,7,-16,7,-0.11807473914352819,0.055980121130815165
4,21,-14,-1,-14,-1,-0.10546875,-0.001464843749999993
4,22,-11,-3,-11,-3,-0.08027372584982927,-0.01905785390681884
4,23,-11,-3,-11,-3,-0.07860499663443685,-0.018269533323780944
4,24,-13,-5,-13,-5,-0.09657973903601777,-0.03473198836851535
4,25,-14,-11,-14,-11,-0.10405470406558183,-0.0786272421151733
4,26,-11,-17,-11,-17,-0.07991694367098158,-0.13084011426041792
4,27,-4,-22,-4,-22,-0.026538293796512093,-0.16742949632070617
4,28,5,-23,5,-23,0.04275944245891012,-0.17589722161573346
4,29,14,-20,14,-20,0.114701100881009,-0.1499019166428747
4,30,21,-11,21,-11,0.16965113532362025,-0.08507360160986407
4,31,22,0,22,0,0.1784910329901253,0.006385308175961515
4,32,16,10,16,10,0.1256973372141423,0.08321912226146023
4,33,5,12,5,12,0.03987335778993102,0.09798666451191983
4,34,-3,5,-3,5,-0.014521263632040721,0.04612292744849241
4,35,0,-2,0,-2,0.005390002289650253,-0.014794903999305081
4,36,8,-2,8,-2,0.06953336919536451,-0.013185554207210112
4,37,12,7,12,7,0.09521484375,0.06005859375
4,38,4,16,4,16,0.031649966943866195,0.13170722070726062
4,39,-11,14,-11,14,-0.07841319296174964,0.11656335222472111
4,40,-18,1,-18,1,-0.13407107027064138,0.010168288367462835
4,41,-11,-13,-11,-13,-0.07926850949474784,-0.09861534847756469
4,42,4,-15,4,-15,0.03624024364642633,-0.11552905703309133
4,43,13,-5,13,-5,0.10739657984762649,-0.03721766557459488
4,44,10,6,10,6,0.0828210528411332,0.049567323118124104
4,45,1,8,1,8,0.012651874282664927,0.06467925832225124
4,46,-3,2,-3,2,-0.01608559281762982,0.0184019624777845
4,47,2,-2,2,-2,0.01953371673198711,-0.010711489076709518
4,48,7,3,7,3,0.057109392273813085,0.02528560699100079
4,49,3,11,3,11,0.029415923808884137,0.085157844521677
4,50,-7,11,-7,11,-0.050185063465034735,0.08834691474388773
4,51,-13,1,-13,1,-0.09894030628152789,0.013383071321834868
4,52,-8,-10,-8,-10,-0.05964511590450387,-0.07196191156838216
4,53,4,-11,4,-11,0.0322265625,-0.0849609375
4,54,11,-3,11,-3,0.08791678097661702,-0.020056104724042855
4,55,8,6,8,6,0.06500440048408657,0.048267838631142375
4,56,1,6,1,6,0.011135705671947299,0.05389336918796353
4,57,0,1,0,1,0.002364973292655309,0.01449954688203503
4,58,6,0,6,0,0.05005283100932588,0.006523236648105175
4,59,10,8,10,8,0.08561699178075131,0.07054508843744486
4,60,5,20,5,20,0.040161295988131264,0.15828992598327835
4,61,-10,23,-10,23,-0.07395871828258109,0.18231282051300993
4,62,-23,14,-23,14,-0.17265315321719404,0.11036634805537854
4,63,-24,-1,-24,-1,-0.18746058769484308,-0.002297161956054907
4,64,-17,-10,-17,-10,-0.13092565980061346,-0.07490758663630666
4,65,-10,-11,-10,-11,-0.07094088843028007,-0.08295036444729982
4,66,-7,-9,-7,-9,-0.05118209497885558,-0.0694507528811889
4,67,-7,-11,-7,-11,-0.05072966894201954,-0.08214884319380511
4,68,-3,-15,-3,-15,-0.022318836635173762,-0.1156689509635286
