net,length_um
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[7\],96.52µm
_04435_,96.47µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[7\],96.47µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[22\],96.42µm
_01837_,96.37µm
_06208_,96.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[1\],95.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[8\],95.86µm
_04233_,95.81µm
_05373_,95.81µm
_05453_,95.81µm
_05600_,95.81µm
_07331_,95.81µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[9\],95.4µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[14\],95.35µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[5\],95.35µm
_06197_,95.3µm
_02416_,95.25µm
_05043_,95.25µm
u_transform_scheduler_core.ofdm_mem_addr\[2\],94.79µm
_05349_,94.69µm
_03504_,94.64µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[14\],94.64µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[15\],94.13µm
_07903_,94.08µm
_04363_,93.67µm
top_state\[6\],93.67µm
_05471_,93.52µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[11\],93.11µm
_07181_,93.06µm
_04048_,93.01µm
_05328_,93.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[17\],93.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[3\],92.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[5\],92.6µm
_04754_,92.55µm
_02006_,92.5µm
_06919_,92.45µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[14\],92.4µm
u_transform_scheduler_core.rx_dft12_index\[3\],91.94µm
_03922_,91.53µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[16\],91.43µm
_06113_,91.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[14\],91.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[17\],91.28µm
_05159_,90.82µm
_08078_,90.82µm
top_state\[10\],90.82µm
_04786_,90.77µm
u_transform_scheduler_core.ofdm_sample_index\[4\],90.77µm
_05394_,90.72µm
_08065_,90.72µm
_04333_,90.31µm
u_transform_scheduler_core.u_fft128_modulo_controller.pending_diag,90.26µm
_06456_,90.16µm
_03694_,89.75µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[1\],89.7µm
_07700_,89.65µm
_06206_,89.6µm
_06154_,89.19µm
_08710_,89.14µm
_01822_,89.09µm
_04640_,89.09µm
_04956_,89.04µm
_06883_,89.04µm
_08998_,89.04µm
_02700_,88.715µm
u_transform_scheduler_core.u_mixed_radix_butterfly.uop_full,88.68µm
_03985_,88.58µm
_04452_,88.53µm
net129,88.22µm
_05676_,88.07µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[2\],88.07µm
_02625_,87.97µm
u_transform_scheduler_core.fft_mem_rdata\[9\],87.92µm
u_transform_scheduler_core.mod_diag_X0_i\[12\],87.92µm
_03824_,87.46µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[7\],87.46µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_stage\[2\],87.46µm
_04359_,87.41µm
_05212_,87.36µm
_06389_,87.36µm
_06391_,87.36µm
_04799_,86.9µm
debug_write,86.9µm
_05153_,86.85µm
_08529_,86.85µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[15\],86.85µm
u_transform_scheduler_core.u_fft_scratch_sram.i_half\[8\],86.8µm
u_transform_scheduler_core.u_fft_scratch_sram.i_half\[9\],86.8µm
_05661_,86.39µm
_06191_,86.34µm
_03448_,86.29µm
_06215_,86.29µm
_07282_,86.29µm
_08634_,86.29µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[5\],85.83µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[10\],85.78µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[15\],85.73µm
_04924_,85.68µm
_07223_,85.68µm
_07653_,85.68µm
_07132_,85.17µm
top_state\[11\],85.17µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[8\],85.17µm
output_left\[0\],84.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[0\],84.76µm
_06167_,84.71µm
_06115_,84.66µm
_09013_,84.61µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[4\],84.61µm
_03758_,84.56µm
_07704_,84.56µm
_08757_,84.56µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[15\],84.53µm
output_left\[5\],84.1µm
_08969_,84.05µm
_03584_,84µm
_06478_,84µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[13\],83.59µm
_04178_,83.54µm
u_transform_scheduler_core.mod_diag_X1_q\[0\],83.49µm
_01823_,83.44µm
_03518_,83.44µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[15\],83.18µm
_02220_,82.98µm
u_transform_scheduler_core.rx_dft12_index\[2\],82.98µm
_05531_,82.93µm
_08571_,82.93µm
_05632_,82.47µm
_02850_,82.42µm
_03603_,82.42µm
_04554_,82.42µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[5\],82.42µm
_07126_,82.37µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[14\],82.37µm
u_transform_scheduler_core.u_fft_scratch_sram.i_half\[14\],82.37µm
u_transform_scheduler_core.fifo_inverse\[0\]\[0\],82.32µm
u_transform_scheduler_core.fifo_x0_q\[0\]\[6\],82.32µm
_07973_,82.14µm
u_transform_scheduler_core.mod_diag_X0_i\[1\],81.86µm
_02523_,81.81µm
_04775_,81.81µm
_06553_,81.81µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[13\],81.81µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[5\],81.81µm
_05069_,81.76µm
_06865_,81.76µm
_07899_,81.76µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[4\],81.35µm
u_transform_scheduler_core.mod_diag_last,81.35µm
_07701_,81.3µm
_03370_,81.25µm
_00343_,81.2µm
_03861_,81.2µm
_05016_,81.2µm
u_transform_scheduler_core.rx_small_x1_i\[10\],81.2µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[11\],80.89µm
_07246_,80.74µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[14\],80.74µm
u_transform_scheduler_core.mod_diag_X0_i\[7\],80.74µm
_02093_,80.69µm
_07491_,80.64µm
_02316_,80.33µm
_04033_,80.23µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[11\],80.23µm
u_transform_scheduler_core.rx_small_x1_i\[7\],80.18µm
u_transform_scheduler_core.small_sent_x1_i,80.18µm
_04328_,80.13µm
_02772_,80.08µm
_06498_,80.08µm
u_transform_scheduler_core.fifo_x0_q\[0\]\[5\],80.08µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[13\],79.975µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[6\],79.77µm
_04347_,79.57µm
_04062_,79.52µm
_06301_,79.52µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_index\[0\],79.21µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[7\],79.11µm
top_state\[14\],79.06µm
_04798_,79.01µm
_06790_,79.01µm
_03749_,78.96µm
_03746_,78.6µm
_05602_,78.55µm
_07902_,78.5µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[5\],78.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[9\],78.45µm
_05187_,78.4µm
_06279_,78.4µm
_06224_,77.99µm
_06394_,77.89µm
_08389_,77.89µm
_05403_,77.84µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[11\],77.53µm
_04171_,77.48µm
_06239_,77.48µm
_05572_,77.43µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[1\],77.43µm
_05470_,77.33µm
_05090_,77.28µm
_08688_,77.28µm
_02497_,76.92µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[12\],76.92µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[8\],76.82µm
_02377_,76.77µm
_03547_,76.77µm
_07253_,76.77µm
u_transform_scheduler_core.mod_diag_X1_q\[4\],76.77µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[2\],76.77µm
_07558_,76.72µm
_04961_,76.31µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[2\],76.31µm
_07648_,76.26µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_write,76.26µm
_06513_,76.21µm
_07624_,76.21µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[12\],76.21µm
u_transform_scheduler_core.u_fft128_modulo_controller.state\[2\],76.21µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[25\],76.21µm
_00344_,76.16µm
u_transform_scheduler_core.u_fdiq_output_adapter.state\[4\],76.16µm
_04143_,75.7µm
_05324_,75.7µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[9\],75.7µm
_02490_,75.65µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[3\],75.65µm
_05425_,75.6µm
_08774_,75.6µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[12\],75.6µm
_04760_,75.14µm
_08101_,75.14µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[13\],75.14µm
debug_read_latch\[10\],75.09µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[3\],75.09µm
_05398_,75.04µm
_06643_,75.04µm
_04319_,74.91µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[11\],74.63µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[10\],74.63µm
_05106_,74.53µm
_04384_,74.12µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[5\],74.12µm
_04684_,74.02µm
_05649_,74.02µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[7\],74.02µm
u_transform_scheduler_core.mod_diag_X0_q\[5\],74.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[8\],74.02µm
_04562_,73.92µm
_04766_,73.92µm
_06365_,73.92µm
_07561_,73.92µm
_08644_,73.92µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[7\],73.91µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[4\],73.61µm
_04135_,73.46µm
_04530_,73.46µm
_04478_,73.41µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[0\],73.41µm
_04560_,73.36µm
_05638_,73.36µm
_07217_,73.36µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[8\],73.36µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[13\],73.13µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[2\],72.95µm
_02358_,72.9µm
_04777_,72.9µm
_03825_,72.85µm
_04389_,72.85µm
_07628_,72.85µm
u_transform_scheduler_core.mod_diag_X1_q\[5\],72.85µm
_02488_,72.8µm
_05102_,72.8µm
_07883_,72.8µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[3\],72.66µm
_04256_,72.44µm
_06169_,72.44µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[12\],72.34µm
u_transform_scheduler_core.ofdm_sample_index\[1\],72.34µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[0\],72.34µm
_06005_,72.29µm
_06404_,72.29µm
_08140_,72.29µm
_04992_,72.24µm
_06597_,72.24µm
_06187_,71.88µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[7\],71.83µm
_04503_,71.78µm
_07541_,71.78µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[3\],71.78µm
_07239_,71.73µm
_09017_,71.73µm
_04658_,71.32µm
top_state\[13\],71.22µm
_04781_,71.17µm
_05678_,71.17µm
output_left\[4\],71.17µm
u_transform_scheduler_core.fifo_x2_q\[0\]\[0\],71.17µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[10\],71.17µm
_08165_,71.12µm
u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_addr\[2\],71.03µm
_07891_,70.71µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[4\],70.71µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[0\],70.71µm
_05663_,70.66µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[10\],70.66µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[14\],70.66µm
u_transform_scheduler_core.result_meta_read_pointer\[1\],70.66µm
_00137_,70.61µm
_03469_,70.61µm
_04419_,70.61µm
_07685_,70.61µm
u_transform_scheduler_core.dft12_sent_twiddle_im,70.61µm
_03500_,70.56µm
_03599_,70.56µm
_06285_,70.56µm
_08826_,70.56µm
_06706_,70.43µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[13\],70.2µm
_05405_,70.1µm
u_transform_scheduler_core.dft12_ram_i\[0\]\[1\],70.1µm
_05530_,70µm
_07874_,70µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[15\],70µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[11\],69.59µm
_02521_,69.54µm
_03766_,69.54µm
_04248_,69.54µm
_04416_,69.54µm
_04429_,69.49µm
_08995_,69.49µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[0\],69.49µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[1\],69.49µm
_06841_,69.44µm
_06896_,69.44µm
_08726_,69.44µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[7\],69.08µm
u_transform_scheduler_core.mod_diag_X0_q\[15\],69.08µm
_04659_,69.03µm
output_left\[1\],69.03µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[12\],69.03µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[7\],68.98µm
delaynet_2_core_clk,68.98µm
u_transform_scheduler_core.mod_diag_X0_i\[5\],68.93µm
_08988_,68.88µm
u_transform_scheduler_core.rx_fft128_index\[0\],68.52µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_phase,68.47µm
_04313_,68.42µm
_08840_,68.42µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[14\],68.42µm
u_transform_scheduler_core.u_fft128_modulo_controller.read_return_count\[1\],68.37µm
_02500_,68.32µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[5\],68.32µm
u_transform_scheduler_core.u_fft128_modulo_controller.pending_valid,67.91µm
_02364_,67.81µm
_05401_,67.81µm
_05588_,67.81µm
_08955_,67.81µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[13\],67.76µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[9\],67.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[4\],67.4µm
_03952_,67.35µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[5\],67.3µm
_03268_,67.25µm
_06363_,67.25µm
_07143_,67.25µm
_08966_,67.25µm
_04736_,67.2µm
_03786_,66.79µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[1\],66.79µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[3\],66.74µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[9\],66.74µm
_06683_,66.69µm
_07690_,66.69µm
_08733_,66.69µm
u_transform_scheduler_core.mod_diag_X1_q\[7\],66.69µm
_03539_,66.64µm
_07906_,66.64µm
_03748_,66.28µm
_03933_,66.28µm
_03691_,66.23µm
_03898_,66.23µm
_08428_,66.23µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[4\],66.23µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[10\],66.23µm
_07008_,66.18µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[11\],66.18µm
_02846_,66.13µm
_06830_,66.08µm
u_transform_scheduler_core.mod_x1_i\[0\],65.72µm
_06180_,65.62µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[3\],65.62µm
_04162_,65.57µm
_06810_,65.57µm
_07681_,65.57µm
_09023_,65.57µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[10\],65.57µm
_04215_,65.52µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[5\],65.52µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[3\],65.21µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[15\],65.16µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[10\],65.11µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[7\],65.06µm
_03611_,65.01µm
_03745_,65.01µm
_05421_,65.01µm
u_transform_scheduler_core.dft12_sent_uop,65.01µm
u_transform_scheduler_core.fifo_x2_q\[0\]\[6\],65.01µm
_04448_,64.96µm
u_transform_scheduler_core.fft_mem_rdata\[8\],64.96µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[6\],64.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[2\],64.96µm
_02230_,64.7µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[11\],64.5µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[11\],64.5µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[9\],64.5µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.input_sample_index\[6\],64.5µm
_02516_,64.45µm
_03426_,64.45µm
_04665_,64.45µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[4\],64.45µm
u_transform_scheduler_core.mod_x0_q\[9\],64.45µm
u_transform_scheduler_core.tx_sample_i\[4\],64.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[16\],64.45µm
_06168_,64.4µm
_07174_,64.4µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[4\],64.4µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[0\],64.26µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[9\],63.99µm
u_transform_scheduler_core.ofdm_mem_addr\[3\],63.97µm
_03588_,63.94µm
_04425_,63.89µm
_04897_,63.89µm
_07540_,63.89µm
_08058_,63.89µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[15\],63.89µm
_03440_,63.84µm
_06106_,63.84µm
_02245_,63.43µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[5\],63.43µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[8\],63.43µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[11\],63.43µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[0\],63.38µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[8\],63.38µm
delaynet_3_core_clk,63.38µm
_03631_,63.33µm
_05513_,63.33µm
_05914_,63.33µm
_07869_,63.28µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[9\],63.28µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[6\],62.92µm
_02520_,62.87µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[10\],62.87µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[15\],62.87µm
_02385_,62.82µm
_02513_,62.82µm
_04994_,62.82µm
_06183_,62.82µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[4\],62.82µm
u_transform_scheduler_core.fft_mem_rdata\[25\],62.72µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[10\],62.31µm
u_transform_scheduler_core.u_fdiq_input_adapter.held_i\[6\],62.31µm
_02344_,62.21µm
_04749_,62.21µm
_06534_,62.21µm
_08458_,62.21µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[12\],62.21µm
u_transform_scheduler_core.mod_diag_X1_q\[3\],62.21µm
_03346_,62.16µm
_04464_,62.16µm
_04830_,62.16µm
_05616_,62.16µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[5\],61.85µm
_04580_,61.65µm
_06144_,61.65µm
_03391_,61.6µm
_06617_,61.6µm
_06710_,61.6µm
_06837_,61.6µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[5\],61.6µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[15\],61.24µm
_03729_,61.19µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[14\],61.19µm
_06724_,61.14µm
_07133_,61.14µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[6\],61.14µm
u_transform_scheduler_core.mod_diag_X1_i\[0\],61.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[13\],61.14µm
_02768_,61.09µm
_06238_,61.09µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[14\],61.09µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[0\],61.09µm
_03302_,61.04µm
_04505_,61.04µm
_04811_,61.04µm
_05305_,61.04µm
_05635_,61.04µm
_07651_,61.04µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[12\],60.885µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[2\],60.81µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[12\],60.73µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[10\],60.68µm
_04315_,60.58µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[10\],60.58µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[7\],60.58µm
_03412_,60.53µm
_06666_,60.53µm
_02482_,60.48µm
_06622_,60.48µm
_07147_,60.48µm
_07708_,60.48µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[4\],60.48µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_group\[3\],60.17µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[7\],60.12µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[1\],60.12µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[8\],60.07µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[13\],60.07µm
_04280_,60.02µm
_04561_,60.02µm
_07647_,60.02µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[0\],60.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[6\],59.97µm
_06668_,59.92µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[6\],59.61µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[1\],59.56µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[1\],59.56µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[9\],59.51µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[6\],59.51µm
_02389_,59.46µm
_02228_,59.41µm
_06748_,59.41µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[6\],59.41µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[6\],59.41µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[15\],59.41µm
_04638_,59.36µm
_05966_,59.36µm
input_left\[3\],58.9µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[14\],58.9µm
u_transform_scheduler_core.rx_state\[0\],58.9µm
_07644_,58.85µm
_07853_,58.85µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[12\],58.85µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[8\],58.84µm
_03278_,58.8µm
_05315_,58.8µm
_06170_,58.8µm
_04129_,58.49µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[9\],58.49µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[3\],58.44µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[1\],58.44µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[9\],58.44µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[9\],58.39µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[0\],58.34µm
u_transform_scheduler_core.small_sent_x0_q,58.34µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[2\],58.34µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[11\],58.29µm
_03287_,58.24µm
_04183_,58.24µm
_04368_,58.24µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[13\],58.24µm
_04169_,57.88µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[8\],57.88µm
_06083_,57.73µm
_07567_,57.73µm
_07597_,57.73µm
_07709_,57.73µm
_07841_,57.73µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[1\],57.73µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[10\],57.73µm
u_transform_scheduler_core.mod_diag_addr0\[3\],57.73µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[14\],57.73µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[1\],57.73µm
_02486_,57.68µm
_02889_,57.68µm
_06065_,57.68µm
_08844_,57.68µm
_04144_,57.525µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[8\],57.32µm
_06157_,57.27µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[3\],57.22µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[13\],57.22µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[10\],57.22µm
u_transform_scheduler_core.mod_diag_X1_q\[1\],57.22µm
u_transform_scheduler_core.rx_dft12_index\[1\],57.22µm
_02034_,57.17µm
_03528_,57.17µm
_04402_,57.17µm
_05927_,57.17µm
_07926_,57.17µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[3\],57.17µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[6\],57.17µm
_02369_,57.12µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[9\],57.12µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[8\],57.12µm
_03406_,56.84µm
u_transform_scheduler_core.mod_diag_X1_i\[4\],56.76µm
u_transform_scheduler_core.mod_diag_addr0\[0\],56.76µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[2\],56.71µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[6\],56.71µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[10\],56.66µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[1\],56.66µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[0\],56.66µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[2\],56.66µm
_06190_,56.61µm
_08037_,56.61µm
_05176_,56.56µm
_05406_,56.56µm
_06056_,56.56µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[1\],56.15µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[1\],56.15µm
_04131_,56.1µm
_04159_,56.1µm
_05024_,56.1µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[1\],56.1µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[14\],56.1µm
u_transform_scheduler_core.ofdm_sample_q\[2\],56.1µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[13\],56.1µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[10\],56.1µm
_07800_,56.05µm
_08110_,56.05µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[8\],56.05µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[11\],56.05µm
_02437_,56µm
_03349_,56µm
_07137_,56µm
_07895_,56µm
_08459_,56µm
