net,length_um
u_transform_scheduler_core.ofdm_mem_addr\[1\],54.7µm
u_transform_scheduler_core.fifo_x2_i\[0\]\[2\],54.65µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[12\],54.52µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[11\],54.47µm
input_left\[0\],54.42µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[4\],54.42µm
u_transform_scheduler_core.mod_diag_X1_q\[1\],54.42µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[6\],54.42µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[15\],54.42µm
_02516_,54.37µm
_04760_,54.37µm
_07129_,54.37µm
_07583_,54.37µm
_08980_,54.37µm
u_transform_scheduler_core.mod_diag_addr0\[1\],54.37µm
_02218_,54.32µm
_04391_,54.32µm
_05348_,54.32µm
_07601_,54.32µm
_08096_,54.32µm
_08155_,54.32µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[14\],54.32µm
u_transform_scheduler_core.mod_diag_X0_i\[7\],54.32µm
u_transform_scheduler_core.mod_diag_X1_i\[1\],53.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[14\],53.96µm
_02519_,53.86µm
_06146_,53.86µm
_07793_,53.86µm
_03893_,53.81µm
_06231_,53.81µm
_07648_,53.81µm
_07951_,53.81µm
_08115_,53.81µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[6\],53.81µm
_03235_,53.76µm
_06710_,53.76µm
_06898_,53.76µm
_08981_,53.76µm
_09013_,53.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[5\],53.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[16\],53.63µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[14\],53.5µm
u_transform_scheduler_core.fft128_block_ready,53.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[6\],53.4µm
magic_index\[2\],53.35µm
u_transform_scheduler_core.fifo_x2_q\[0\]\[1\],53.35µm
_07624_,53.3µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[4\],53.3µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[7\],53.3µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[13\],53.3µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[0\],53.3µm
_02034_,53.25µm
_04802_,53.25µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[9\],53.25µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[14\],53.25µm
u_transform_scheduler_core.mod_diag_X0_i\[10\],53.25µm
u_transform_scheduler_core.mod_diag_X1_i\[2\],53.25µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[2\],53.25µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[6\],53.25µm
_02388_,53.2µm
_02496_,53.2µm
_08497_,53.2µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[14\],52.89µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[1\],52.84µm
_02495_,52.79µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[13\],52.79µm
_07335_,52.74µm
u_transform_scheduler_core.ofdm_mem_addr\[2\],52.74µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[9\],52.74µm
_02152_,52.69µm
_06177_,52.64µm
_06770_,52.64µm
_08009_,52.64µm
_08815_,52.64µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[5\],52.64µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[1\],52.33µm
input_left\[1\],52.28µm
_02396_,52.23µm
_03601_,52.23µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[13\],52.23µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[15\],52.23µm
_03771_,52.18µm
_04317_,52.18µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[9\],52.18µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[2\],52.18µm
u_transform_scheduler_core.small_sent_twiddle_im,52.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[11\],52.18µm
_02319_,52.13µm
_04590_,52.13µm
_05456_,52.13µm
_06963_,52.13µm
_07108_,52.13µm
_08860_,52.13µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[8\],52.13µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[12\],52.13µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[7\],52.13µm
u_transform_scheduler_core.u_fdiq_input_adapter.held_i\[3\],52.13µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[0\],52.13µm
_04959_,52.08µm
_04077_,51.72µm
_07412_,51.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[3\],51.72µm
_04075_,51.67µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[6\],51.67µm
_06208_,51.63µm
_05663_,51.62µm
u_transform_scheduler_core.result_meta_write_pointer\[0\],51.62µm
_03898_,51.57µm
_04057_,51.57µm
_04991_,51.57µm
_05352_,51.57µm
_05592_,51.57µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[4\],51.57µm
u_transform_scheduler_core.ofdm_sample_i\[2\],51.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[8\],51.57µm
_04695_,51.52µm
_06451_,51.52µm
_05556_,51.26µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[8\],51.21µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[11\],51.16µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[8\],51.11µm
u_transform_scheduler_core.rx_dft12_index\[2\],51.11µm
u_transform_scheduler_core.u_mixed_radix_butterfly.uop_reg\[0\],51.11µm
_05412_,51.06µm
_07658_,51.06µm
_08075_,51.06µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[12\],51.06µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[10\],51.06µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[4\],51.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[8\],51.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[7\],51.06µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.input_sample_index\[4\],51.06µm
_04904_,51.01µm
_07443_,51.01µm
_07877_,51.01µm
_09001_,51.01µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[2\],51.01µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[4\],51.01µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[6\],51.01µm
u_transform_scheduler_core.dft12_sent_x1_q,51.01µm
_03349_,50.96µm
_05131_,50.96µm
_06667_,50.96µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[5\],50.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[13\],50.96µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[1\],50.6µm
_02285_,50.5µm
_04325_,50.5µm
_04435_,50.5µm
_04496_,50.5µm
_04511_,50.5µm
_04651_,50.5µm
_04737_,50.5µm
_08013_,50.5µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[4\],50.5µm
u_transform_scheduler_core.small_sent_twiddle_re,50.5µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[0\],50.5µm
_02518_,50.45µm
_03288_,50.45µm
_08751_,50.45µm
_08875_,50.45µm
_09044_,50.45µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[15\],50.45µm
_03992_,50.4µm
_04813_,50.4µm
_05324_,50.4µm
_07593_,50.4µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[12\],50.4µm
u_transform_scheduler_core.u_fft128_modulo_controller.read_issue_count\[2\],50.4µm
u_transform_scheduler_core.small_sent_x1_i,50.39µm
_04439_,50.04µm
_07551_,50.04µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[8\],50.04µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[9\],50.04µm
_04688_,49.99µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.requests_left\[0\],49.99µm
_07393_,49.94µm
_07454_,49.94µm
debug_addr\[3\],49.94µm
output_left\[1\],49.94µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[1\],49.94µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[1\],49.94µm
_04738_,49.89µm
_07275_,49.89µm
_07467_,49.89µm
_09017_,49.89µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[13\],49.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[8\],49.89µm
_03352_,49.84µm
_05396_,49.84µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[3\],49.84µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[1\],49.53µm
u_transform_scheduler_core.mod_x1_i\[0\],49.53µm
_07734_,49.43µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[2\],49.43µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[3\],49.43µm
_04140_,49.38µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[11\],49.38µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[2\],49.38µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[14\],49.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[10\],49.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[16\],49.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_full,49.38µm
_02338_,49.33µm
_02517_,49.33µm
_04954_,49.33µm
_05495_,49.33µm
_06512_,49.33µm
_06728_,49.33µm
_07606_,49.33µm
u_transform_scheduler_core.u_fft128_modulo_controller.pending_diag,49.33µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[16\],49.33µm
_03110_,49.28µm
_04564_,49.28µm
_04693_,49.28µm
_06238_,49.28µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[9\],48.92µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[5\],48.87µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[12\],48.87µm
_02908_,48.82µm
_03961_,48.82µm
_07849_,48.82µm
input_left\[2\],48.82µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[1\],48.82µm
_04324_,48.77µm
_06283_,48.77µm
_09040_,48.77µm
input_left\[3\],48.77µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[3\],48.77µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[0\],48.77µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[3\],48.77µm
_07909_,48.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[2\],48.72µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_group\[1\],48.46µm
_03952_,48.36µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[3\],48.36µm
_08132_,48.31µm
_08398_,48.31µm
_02376_,48.26µm
_02531_,48.26µm
u_transform_scheduler_core.dft12_phase_onehot\[2\],48.26µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[15\],48.26µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[10\],48.26µm
_02068_,48.21µm
_04316_,48.21µm
_05293_,48.21µm
_07887_,48.21µm
_08219_,48.21µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[2\],48.21µm
_03858_,48.16µm
_05330_,48.16µm
_05455_,48.16µm
_07139_,48.16µm
_07350_,48.16µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[10\],48.16µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[11\],47.8µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[3\],47.8µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[3\],47.8µm
_04041_,47.75µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[10\],47.75µm
u_transform_scheduler_core.mod_diag_X0_q\[15\],47.75µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[13\],47.75µm
_03751_,47.7µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_stage_valid,47.7µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[16\],47.7µm
_02225_,47.65µm
_04170_,47.65µm
_07594_,47.65µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[7\],47.65µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[3\],47.65µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[13\],47.65µm
_02058_,47.6µm
_02467_,47.6µm
_02735_,47.6µm
_04257_,47.6µm
_04425_,47.6µm
_05256_,47.6µm
_05784_,47.6µm
_05991_,47.6µm
_06299_,47.6µm
_07325_,47.6µm
_07898_,47.6µm
_08920_,47.6µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_full,47.6µm
_03631_,47.34µm
_07919_,47.24µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[12\],47.24µm
_07573_,47.19µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[5\],47.19µm
u_transform_scheduler_core.dft12_ram_q\[0\]\[11\],47.19µm
_04386_,47.14µm
_05624_,47.14µm
_07376_,47.14µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[9\],47.14µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[0\],47.14µm
_08831_,47.1µm
_03850_,47.09µm
_06192_,47.09µm
_06195_,47.09µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[10\],47.09µm
u_transform_scheduler_core.fifo_x1_i\[0\]\[1\],47.09µm
u_transform_scheduler_core.mod_diag_X0_i\[14\],47.09µm
_04074_,47.04µm
_05327_,47.04µm
_05879_,47.04µm
_06090_,47.04µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[12\],47.04µm
u_transform_scheduler_core.fft128_tx_active,46.78µm
u_transform_scheduler_core.mod_x1_q\[0\],46.73µm
top_state\[11\],46.63µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[6\],46.63µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[17\],46.63µm
_07667_,46.6µm
_02476_,46.58µm
_04315_,46.58µm
_07461_,46.58µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[14\],46.58µm
_02245_,46.53µm
_04368_,46.53µm
_04776_,46.53µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[0\],46.53µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[5\],46.53µm
_03685_,46.48µm
_05148_,46.48µm
_07022_,46.48µm
_05042_,46.42µm
u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_addr\[3\],46.39µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[5\],46.12µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[13\],46.07µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[13\],46.07µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[2\],46.07µm
_02013_,46.02µm
_02491_,46.02µm
_02751_,46.02µm
_07685_,46.02µm
_08000_,46.02µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[5\],46.02µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[12\],46.02µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[15\],46.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_iq_reg\[13\],46.02µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.input_sample_index\[6\],46.02µm
_02891_,45.97µm
_03514_,45.97µm
_03684_,45.97µm
_07696_,45.97µm
_07871_,45.97µm
_07923_,45.97µm
magic_index\[0\],45.97µm
u_transform_scheduler_core.ofdm_sample_i\[5\],45.97µm
_02005_,45.92µm
_04592_,45.92µm
_04717_,45.92µm
_04779_,45.92µm
_05090_,45.92µm
_08997_,45.92µm
u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_wdata\[4\],45.83µm
u_transform_scheduler_core.ofdm_mem_addr\[0\],45.56µm
_02233_,45.46µm
_04673_,45.46µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[1\],45.46µm
_02769_,45.41µm
_07298_,45.41µm
_07822_,45.41µm
_08666_,45.41µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[13\],45.41µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[1\],45.41µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[7\],45.41µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[3\],45.4µm
_05827_,45.36µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[2\],45µm
_03948_,44.95µm
_04613_,44.95µm
_06182_,44.95µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[6\],44.95µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[5\],44.95µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[1\],44.95µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[4\],44.95µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[7\],44.95µm
_03928_,44.9µm
_03956_,44.9µm
_04176_,44.9µm
_06602_,44.9µm
_08462_,44.9µm
_08967_,44.9µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[2\],44.9µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[4\],44.9µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[5\],44.9µm
_03729_,44.85µm
_04938_,44.85µm
_05126_,44.85µm
_06112_,44.85µm
_08505_,44.85µm
u_transform_scheduler_core.fft_mem_rdata\[7\],44.85µm
u_transform_scheduler_core.mod_diag_X1_q\[15\],44.85µm
_04157_,44.8µm
_07888_,44.8µm
_09037_,44.8µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[14\],44.8µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[12\],44.8µm
u_transform_scheduler_core.mod_diag_X1_q\[2\],44.8µm
_03554_,44.44µm
_04306_,44.39µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[6\],44.34µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[11\],44.34µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[6\],44.34µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[7\],44.34µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[5\],44.34µm
u_transform_scheduler_core.fft_mem_rdata\[15\],44.34µm
_03723_,44.29µm
_03890_,44.29µm
_06708_,44.29µm
_07496_,44.29µm
_07580_,44.29µm
_07723_,44.29µm
_08204_,44.29µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[4\],44.29µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[8\],44.29µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[5\],44.29µm
u_transform_scheduler_core.result_meta_count\[0\],44.29µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[10\],44.29µm
_02389_,44.24µm
_04584_,44.24µm
_05529_,44.24µm
_05702_,44.24µm
_07938_,44.24µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[28\],44.24µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[7\],43.83µm
u_transform_scheduler_core.u_fdiq_input_adapter.final_sample_pending,43.83µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[15\],43.83µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[29\],43.83µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[8\],43.83µm
_04909_,43.78µm
_06235_,43.78µm
u_transform_scheduler_core.dft12_ram_q\[0\]\[2\],43.78µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[3\],43.78µm
u_transform_scheduler_core.dft12_sent_x1_i,43.78µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[12\],43.78µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[8\],43.78µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[18\],43.78µm
_00134_,43.73µm
_02168_,43.73µm
_02498_,43.73µm
_04036_,43.73µm
_08176_,43.73µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[9\],43.73µm
_05843_,43.68µm
_06474_,43.68µm
output_left\[6\],43.27µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[7\],43.27µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[4\],43.27µm
_04521_,43.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[15\],43.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[10\],43.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[16\],43.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[11\],43.22µm
_04004_,43.17µm
_04299_,43.17µm
_04674_,43.17µm
_05978_,43.17µm
_06572_,43.17µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[8\],43.17µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.input_sample_index\[1\],43.17µm
_03500_,43.12µm
_04327_,43.12µm
_04599_,43.12µm
_04827_,43.12µm
_05400_,43.12µm
_06069_,43.12µm
_06081_,43.12µm
_07276_,43.12µm
_07691_,43.12µm
u_transform_scheduler_core.mod_diag_X1_i\[0\],43.12µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[8\],43.12µm
_07657_,42.86µm
_03862_,42.81µm
_07556_,42.71µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[2\],42.71µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[1\],42.71µm
_02700_,42.66µm
_02766_,42.66µm
_07763_,42.66µm
_08320_,42.66µm
_08683_,42.66µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[5\],42.66µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[6\],42.66µm
u_transform_scheduler_core.small_inflight_count\[1\],42.66µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_im_reg\[1\],42.66µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[8\],42.66µm
_02027_,42.61µm
_03633_,42.61µm
_04525_,42.61µm
_04811_,42.61µm
_06334_,42.61µm
_06607_,42.61µm
_07301_,42.61µm
_07759_,42.61µm
u_transform_scheduler_core.rx_state\[9\],42.61µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[4\],42.61µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[14\],42.61µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[5\],42.61µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_full,42.61µm
_04712_,42.56µm
_05255_,42.56µm
_07418_,42.56µm
_08016_,42.56µm
_08500_,42.56µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[9\],42.56µm
_03981_,42.3µm
_03595_,42.15µm
_07977_,42.15µm
_08206_,42.15µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[12\],42.15µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[6\],42.15µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[11\],42.15µm
_03896_,42.1µm
_04771_,42.1µm
_07482_,42.1µm
_08142_,42.1µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[4\],42.1µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[9\],42.1µm
u_transform_scheduler_core.fft_mem_rdata\[25\],42.1µm
u_transform_scheduler_core.fft_mem_rdata\[5\],42.1µm
_00662_,42.05µm
_05368_,42.05µm
_06772_,42.05µm
_07833_,42.05µm
_07841_,42.05µm
_08868_,42.05µm
_08974_,42.05µm
u_transform_scheduler_core.mod_diag_X0_q\[0\],42.05µm
u_transform_scheduler_core.u_fft128_modulo_controller.state\[1\],42.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[3\],42.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[13\],42.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[2\],42.05µm
_04341_,42µm
_05154_,42µm
_05242_,42µm
_07781_,42µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[3\],42µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[7\],42µm
_07441_,41.87µm
_07846_,41.59µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[2\],41.59µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[5\],41.59µm
_02364_,41.54µm
_04614_,41.54µm
_04958_,41.54µm
_07475_,41.54µm
_08848_,41.54µm
u_transform_scheduler_core.dft12_ram_i\[0\]\[15\],41.54µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[11\],41.54µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[8\],41.54µm
u_transform_scheduler_core.fft_mem_rdata\[31\],41.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[7\],41.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[5\],41.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rq_reg\[1\],41.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[13\],41.54µm
_02830_,41.49µm
_04402_,41.49µm
_06183_,41.49µm
_06734_,41.49µm
_06970_,41.49µm
_08348_,41.49µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[7\],41.49µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[14\],41.49µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[11\],41.49µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[8\],41.49µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[7\],41.49µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.requests_left\[5\],41.49µm
_02158_,41.44µm
_02469_,41.44µm
_04127_,41.44µm
_05355_,41.44µm
_06830_,41.44µm
_07613_,41.44µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[20\],41.44µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[4\],41.08µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[11\],41.08µm
_02274_,41.03µm
_06185_,41.03µm
_06200_,41.03µm
_07959_,41.03µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[14\],41.03µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[5\],41.03µm
_07738_,40.98µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[14\],40.98µm
u_transform_scheduler_core.ofdm_sample_i\[6\],40.98µm
u_transform_scheduler_core.u_fft128_modulo_controller.read_return_count\[0\],40.98µm
_02163_,40.93µm
_02771_,40.93µm
_04253_,40.93µm
_04665_,40.93µm
_06591_,40.93µm
_07344_,40.93µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[12\],40.93µm
u_transform_scheduler_core.mod_diag_X0_i\[8\],40.93µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_addr\[5\],40.93µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[12\],40.93µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[10\],40.93µm
