net,length_um
net1,166.37µm
net2,153.69µm
clk,153.35µm
net4,151.76µm
net3,146.82µm
net5,127.22µm
_05_,39.25µm
clknet_1_0__leaf_clk,34.21µm
clknet_0_clk,33.04µm
_04_,26.88µm
clknet_1_1__leaf_clk,20.77µm
q[2],14.31µm
_07_,13.49µm
_03_,12.93µm
rst,12.74µm
q[1],12.02µm
q[0],9.78µm
q[3],8.26µm
_01_,7.84µm
_06_,6.16µm
_00_,3.36µm
_02_,2.8µm
