net,length_um
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[1\],92.96µm
_06390_,92.68µm
u_transform_scheduler_core.u_fft_scratch_sram.state\[0\],92.55µm
_02505_,92.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[3\],92.4µm
_06364_,91.97µm
_05470_,91.94µm
_02119_,91.84µm
u_transform_scheduler_core.u_fft_scratch_sram.state\[3\],91.43µm
_02508_,91.38µm
_04346_,91.38µm
_05258_,91.38µm
u_transform_scheduler_core.mod_diag_X1_q\[6\],91.38µm
_04737_,91.33µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[1\],91.33µm
net89,91.33µm
_04440_,91.28µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[10\],91.28µm
u_transform_scheduler_core.mod_x1_q\[0\],91.02µm
u_transform_scheduler_core.dft12_phase\[1\],90.92µm
_05192_,90.82µm
_06714_,90.82µm
_04695_,90.72µm
_05384_,90.72µm
_06365_,90.36µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[10\],90.36µm
_04960_,90.21µm
_03704_,89.75µm
_04710_,89.7µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[5\],89.7µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[3\],89.65µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[15\],89.6µm
_03809_,89.14µm
_04290_,89.09µm
_04362_,89.09µm
_02381_,89.04µm
u_transform_scheduler_core.tx_dft12_hold_i\[0\]\[5\],88.68µm
u_transform_scheduler_core.ofdm_sample_index\[3\],88.48µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[4\],88.22µm
_04586_,88.02µm
_03209_,87.97µm
_07105_,87.97µm
_06152_,87.92µm
u_transform_scheduler_core.u_fft128_modulo_controller.slot_phase\[0\],87.51µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[1\],87.46µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[1\],87.41µm
_02105_,87.36µm
_02122_,87.36µm
_03891_,87µm
_05480_,86.85µm
_04183_,86.34µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[13\],86.29µm
_03224_,86.24µm
_03468_,86.24µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[2\],86.24µm
u_transform_scheduler_core.result_meta_read_pointer\[1\],85.78µm
_02499_,85.27µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[10\],85.22µm
u_transform_scheduler_core.dft12_sent_x0_q,85.22µm
u_transform_scheduler_core.fifo_x0_i\[0\]\[1\],85.22µm
_02494_,85.17µm
_07245_,85.17µm
_02130_,85.12µm
_05120_,85.12µm
_06802_,85.12µm
_06806_,85.12µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[14\],84.76µm
_02525_,84.71µm
_02727_,84.66µm
magic_index\[1\],84.66µm
_03738_,84.61µm
_07067_,84.61µm
_07360_,84.61µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[13\],84.61µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[8\],84.61µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[30\],84.61µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[7\],84.61µm
_04090_,84.56µm
_04776_,84.56µm
_04953_,84.56µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[19\],84.56µm
_07184_,84.05µm
_07378_,84.05µm
_07392_,84.05µm
_08702_,84.05µm
u_transform_scheduler_core.mod_diag_addr0\[3\],84.05µm
u_transform_scheduler_core.u_fdiq_output_adapter.state\[4\],84.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[13\],84.05µm
_03258_,84µm
_06545_,84µm
u_transform_scheduler_core.u_fft128_modulo_controller.read_issue_count\[0\],84µm
u_transform_scheduler_core.mod_x1_i\[0\],83.79µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[14\],83.54µm
_05223_,83.49µm
u_transform_scheduler_core.mod_diag_X1_i\[6\],83.49µm
_03203_,83.44µm
u_transform_scheduler_core.fft_mem_rdata\[9\],82.98µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[1\],82.98µm
_04518_,82.93µm
_07387_,82.88µm
_04159_,82.47µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[1\],82.47µm
_08314_,82.37µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[1\],82.37µm
_04307_,82.32µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[13\],82.32µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[3\],82.24µm
u_transform_scheduler_core.u_fft128_modulo_controller.state\[2\],81.96µm
_00064_,81.86µm
_04356_,81.86µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[10\],81.86µm
_02091_,81.81µm
_03317_,81.81µm
_06016_,81.81µm
_07989_,81.81µm
_06234_,81.76µm
_07949_,81.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[6\],81.76µm
_02675_,81.3µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[7\],81.3µm
_02551_,81.2µm
_06666_,81.2µm
_07056_,81.2µm
_05804_,80.69µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[1\],80.69µm
_02948_,80.64µm
_04727_,80.64µm
_07169_,80.64µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[2\],80.64µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[13\],80.33µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[2\],80.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[12\],80.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[5\],80.13µm
_04649_,80.08µm
_05778_,80.08µm
u_transform_scheduler_core.dft12_ram_q\[0\]\[1\],80.08µm
_08764_,79.67µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[5\],79.62µm
_08471_,79.52µm
_08397_,79.16µm
_06143_,79.11µm
_05734_,78.96µm
_07976_,78.96µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[4\],78.82µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[6\],78.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[2\],78.5µm
_04873_,78.45µm
u_transform_scheduler_core.fifo_x1_q\[0\]\[1\],78.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[9\],78.45µm
_04622_,78.4µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[5\],78.04µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[18\],77.99µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[7\],77.94µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[13\],77.94µm
_04944_,77.89µm
_08271_,77.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[14\],77.89µm
_05246_,77.84µm
_08564_,77.84µm
_08947_,77.84µm
u_transform_scheduler_core.fifo_x2_q\[0\]\[3\],77.84µm
_03582_,77.43µm
_04237_,77.43µm
_04219_,77.33µm
_08721_,77.28µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[7\],76.77µm
_02966_,76.72µm
_05850_,76.72µm
_06218_,76.72µm
_06766_,76.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_i_reg\[4\],76.26µm
_03319_,76.21µm
_08891_,76.16µm
_04417_,75.85µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_group\[3\],75.85µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[14\],75.65µm
_05005_,75.6µm
debug_read_latch\[8\],75.6µm
_02489_,75.19µm
_04757_,75.09µm
_05568_,75.09µm
_07499_,75.09µm
_06153_,75.04µm
_08802_,75.04µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[5\],74.95µm
_04326_,74.68µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[13\],74.68µm
_02246_,74.63µm
_05410_,74.58µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[13\],74.58µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[5\],74.58µm
_07370_,74.53µm
_03452_,74.48µm
_06275_,74.48µm
_06785_,74.48µm
u_transform_scheduler_core.ofdm_sample_index\[2\],74.48µm
_04320_,74.02µm
_02067_,73.97µm
_06039_,73.97µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[8\],73.92µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[11\],73.69µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_index\[6\],73.51µm
_08321_,73.46µm
output_left\[5\],73.46µm
u_transform_scheduler_core.dft12_sent_x0_i,73.46µm
u_transform_scheduler_core.mod_diag_X0_q\[13\],73.46µm
_02669_,73.41µm
_03439_,73.41µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[5\],73.41µm
_02985_,73.36µm
_04424_,72.95µm
_03637_,72.9µm
_04013_,72.85µm
_04363_,72.85µm
_06518_,72.85µm
u_transform_scheduler_core.fft128_active,72.85µm
u_transform_scheduler_core.ofdm_sample_index\[1\],72.85µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[13\],72.85µm
u_transform_scheduler_core.tx_mem_addr\[1\],72.8µm
top_state\[0\],72.49µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[15\],72.39µm
_03978_,72.34µm
u_transform_scheduler_core.fifo_inverse\[0\]\[0\],72.34µm
_08455_,72.29µm
_02860_,72.24µm
delaynet_2_core_clk,72.24µm
_04449_,71.93µm
_02363_,71.83µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[0\],71.83µm
_07074_,71.78µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[4\],71.78µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[7\],71.78µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[0\],71.78µm
delaynet_0_core_clk,71.78µm
_02078_,71.73µm
_04151_,71.73µm
_02655_,71.68µm
_02731_,71.68µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[1\],71.37µm
u_serializer.byte_index\[1\],71.22µm
u_transform_scheduler_core.mod_diag_X1_q\[13\],71.22µm
u_transform_scheduler_core.tx_mem_addr\[7\],71.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_full,71.22µm
_03697_,71.17µm
_04224_,71.17µm
_06146_,71.17µm
_07634_,71.17µm
_08265_,71.17µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[0\],71.17µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[2\],70.81µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[2\],70.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[6\],70.71µm
_03269_,70.61µm
_03546_,70.61µm
u_transform_scheduler_core.tx_mem_addr\[2\],70.61µm
_06424_,70.56µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[0\],70.42µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[2\],70.15µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[11\],70.15µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[9\],70.15µm
_06063_,70.1µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[5\],70.1µm
_02093_,70.05µm
_05372_,70µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[2\],69.59µm
_02498_,69.54µm
_04124_,69.54µm
input_left\[1\],69.54µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[15\],69.54µm
_08104_,69.49µm
top_state\[15\],69.49µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[12\],69.49µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[0\],69.49µm
_03278_,69.44µm
_04658_,69.44µm
_06081_,69.44µm
_07660_,69.44µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[3\],69.08µm
u_transform_scheduler_core.mod_diag_X1_q\[2\],69.03µm
_03828_,68.98µm
_04591_,68.98µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[0\],68.98µm
u_transform_scheduler_core.ofdm_sample_index\[4\],68.98µm
_07819_,68.93µm
_08125_,68.93µm
u_transform_scheduler_core.ofdm_sample_valid,68.93µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[1\],68.88µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[11\],68.75µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[2\],68.52µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[9\],68.52µm
_06114_,68.47µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[1\],68.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[15\],68.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[12\],68.37µm
debug_read_latch\[2\],68.32µm
u_transform_scheduler_core.small_sent_x1_i,68.01µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[1\],68.01µm
_07255_,67.91µm
_07560_,67.91µm
_03668_,67.81µm
_05828_,67.76µm
_07625_,67.76µm
_07992_,67.76µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[6\],67.4µm
_03714_,67.35µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[9\],67.35µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[13\],67.35µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[11\],67.35µm
_05288_,67.25µm
_05294_,67.25µm
_05297_,67.25µm
_06692_,67.25µm
_08270_,67.25µm
_02532_,67.2µm
_06406_,66.84µm
u_transform_scheduler_core.mod_diag_X0_i\[6\],66.84µm
_03977_,66.79µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[15\],66.79µm
_03810_,66.74µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[11\],66.74µm
_02144_,66.69µm
_05656_,66.69µm
_07196_,66.69µm
_02076_,66.64µm
_04265_,66.64µm
_04724_,66.64µm
_05585_,66.64µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[10\],66.64µm
_08246_,66.28µm
_07623_,66.18µm
_04125_,66.13µm
_07165_,66.13µm
_06285_,66.08µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[3\],65.72µm
_06165_,65.67µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[0\],65.62µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_index\[2\],65.62µm
_06038_,65.57µm
_07844_,65.57µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[11\],65.57µm
u_transform_scheduler_core.dft12_ram_q\[0\]\[14\],65.57µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[5\],65.57µm
_04702_,65.52µm
_06582_,65.52µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[12\],65.16µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[0\],65.16µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[15\],65.11µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[7\],65.11µm
_04153_,65.06µm
u_transform_scheduler_core.mod_diag_addr1\[1\],65.06µm
_03379_,65.01µm
_03400_,65.01µm
_04451_,65.01µm
_06699_,65.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[7\],65.01µm
_04333_,64.96µm
_06661_,64.96µm
_08680_,64.96µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[14\],64.96µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[7\],64.55µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[1\],64.55µm
u_transform_scheduler_core.mod_diag_X0_q\[2\],64.55µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[4\],64.5µm
_04490_,64.45µm
_04973_,64.45µm
u_transform_scheduler_core.tx_mapper_done,64.45µm
_07686_,64.4µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[5\],64.09µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[0\],63.99µm
u_transform_scheduler_core.dft12_ram_q\[0\]\[15\],63.99µm
_05361_,63.94µm
_05926_,63.94µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[11\],63.94µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[15\],63.94µm
_03699_,63.89µm
_04303_,63.89µm
_08128_,63.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[0\],63.89µm
_02488_,63.84µm
_03299_,63.84µm
_07240_,63.84µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[9\],63.83µm
din[4],63.75µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[4\],63.48µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[15\],63.43µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[6\],63.43µm
_02503_,63.38µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[13\],63.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[10\],63.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_full,63.38µm
delaynet_3_core_clk,63.38µm
_04221_,63.33µm
_05941_,63.33µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[2\],63.33µm
_02100_,63.28µm
_05295_,63.28µm
_07011_,63.28µm
_02235_,62.82µm
_05049_,62.82µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[15\],62.82µm
_03920_,62.77µm
_04442_,62.77µm
_05281_,62.77µm
_07951_,62.77µm
_04156_,62.72µm
_05672_,62.72µm
_07841_,62.72µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[10\],62.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[0\],62.72µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[7\],62.58µm
din[1],62.58µm
_02481_,62.31µm
_05339_,62.31µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[8\],62.31µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[3\],62.31µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[4\],62.3µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[1\],62.26µm
u_transform_scheduler_core.fifo_x1_i\[0\]\[2\],62.26µm
_07645_,62.21µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[5\],62.21µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[7\],61.8µm
_04209_,61.75µm
_02333_,61.7µm
_07438_,61.7µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[2\],61.7µm
u_transform_scheduler_core.mod_diag_X0_i\[4\],61.7µm
u_transform_scheduler_core.mod_diag_addr0\[1\],61.7µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[27\],61.7µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[4\],61.7µm
_08604_,61.65µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[3\],61.65µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[7\],61.65µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[13\],61.65µm
_05312_,61.6µm
_07103_,61.6µm
_07173_,61.6µm
din[3],61.46µm
_03758_,61.14µm
_07864_,61.14µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[10\],61.14µm
_02479_,61.09µm
_02534_,61.09µm
_05278_,61.09µm
_06517_,61.09µm
_08280_,61.09µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[14\],61.09µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[0\],61.09µm
_02520_,61.04µm
_05641_,61.04µm
_06010_,61.04µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[14\],61.04µm
output_left\[0\],60.83µm
_04089_,60.68µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[15\],60.68µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[8\],60.68µm
_04304_,60.63µm
_07701_,60.63µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[6\],60.58µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[4\],60.58µm
_02097_,60.53µm
_06630_,60.53µm
_07484_,60.53µm
_02521_,60.48µm
_03497_,60.48µm
_04287_,60.48µm
_05274_,60.48µm
_06533_,60.48µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[4\],60.48µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[7\],60.48µm
_04830_,60.12µm
_02507_,60.07µm
_04104_,60.07µm
_07834_,60.07µm
_08452_,60.07µm
_04893_,60.02µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[14\],60.02µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[12\],60.02µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[13\],59.97µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[7\],59.97µm
u_transform_scheduler_core.dft12_sent_twiddle_im,59.97µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_full,59.97µm
_04667_,59.92µm
_07615_,59.92µm
_05500_,59.51µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[5\],59.51µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[9\],59.46µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[15\],59.46µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[6\],59.46µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[2\],59.46µm
_02533_,59.41µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[15\],59.41µm
_04164_,59.36µm
_04438_,59.36µm
_05010_,59.36µm
_05832_,59.36µm
_07179_,59.36µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[12\],59.36µm
u_transform_scheduler_core.dft12_state\[1\],59.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[9\],59µm
_04201_,58.95µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[3\],58.95µm
u_transform_scheduler_core.tx_mem_addr\[5\],58.95µm
_03900_,58.9µm
_07566_,58.9µm
_08225_,58.9µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[4\],58.9µm
u_transform_scheduler_core.tx_capture_done,58.9µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[19\],58.9µm
_04138_,58.85µm
_06090_,58.85µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[6\],58.85µm
_05268_,58.8µm
_08873_,58.8µm
u_transform_scheduler_core.mod_diag_X1_q\[15\],58.8µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[2\],58.44µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[2\],58.44µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[0\],58.39µm
_03834_,58.34µm
_04272_,58.34µm
_05338_,58.34µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[12\],58.34µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[8\],58.34µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[0\],58.34µm
_03420_,58.32µm
_08272_,58.3µm
_07535_,58.29µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[5\],58.29µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[8\],58.29µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[7\],58.29µm
u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[1\],58.29µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[2\],58.29µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[12\],58.29µm
_03205_,58.24µm
_03338_,58.24µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[9\],57.83µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[5\],57.83µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[13\],57.83µm
_04239_,57.73µm
_08431_,57.73µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_index\[1\],57.73µm
_02153_,57.68µm
_02497_,57.68µm
_06598_,57.68µm
_07511_,57.68µm
_07902_,57.68µm
_08480_,57.68µm
_08509_,57.68µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[12\],57.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[6\],57.32µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[6\],57.27µm
u_transform_scheduler_core.small_inflight_count\[0\],57.27µm
_02436_,57.22µm
_07891_,57.22µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[12\],57.22µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[14\],57.22µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[3\],57.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[1\],57.22µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[13\],57.17µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[1\],57.17µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[9\],57.17µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[10\],57.15µm
_04672_,57.12µm
_06726_,57.12µm
_07681_,57.12µm
net18,57.12µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[7\],56.71µm
_04317_,56.66µm
_07474_,56.66µm
_08036_,56.66µm
_08786_,56.66µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[14\],56.66µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[2\],56.66µm
_05544_,56.61µm
_06746_,56.61µm
_07426_,56.61µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[15\],56.61µm
u_transform_scheduler_core.rx_state\[9\],56.61µm
_04383_,56.56µm
_05504_,56.56µm
_05578_,56.56µm
_05912_,56.56µm
_07539_,56.56µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[9\],56.15µm
_08014_,56.1µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[1\],56.1µm
u_transform_scheduler_core.rx_fft128_index\[1\],56.1µm
u_transform_scheduler_core.small_sent_x0_i,56.1µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_index\[5\],56.1µm
_03636_,56.05µm
_04134_,56.05µm
_06317_,56.05µm
_07872_,56.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[22\],56.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[3\],56.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[6\],56.05µm
_02277_,56µm
_04714_,56µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[8\],56µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[7\],56µm
_04425_,55.64µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[8\],55.64µm
u_transform_scheduler_core.dft12_sent_x1_q,55.59µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[15\],55.59µm
_07670_,55.54µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[9\],55.54µm
