test,output_sample,rtl_i_code,rtl_q_code,rtl_i_saturated,rtl_q_saturated,numpy_i,numpy_q
0,34,-1,0,-1,0,-0.00073237127730363,0.005937909445143094
0,35,-1,0,-1,0,-0.002749786436893771,0.005813934942008516
0,36,-1,0,-1,0,-0.004356973487261907,0.004576272363867407
0,37,-1,0,-1,0,-0.005017029076229532,0.0026816579106335994
0,38,-1,0,-1,0,-0.004554869198096527,0.0007903447796446614
0,39,-1,-1,-1,-1,-0.0031966026363696156,-0.00047417120883357154
0,40,-1,-1,-1,-1,-0.0014688751012325715,-0.0007393695922488838
0,41,0,0,0,0,0.0,0.0
0,42,0,0,0,0,0.000703938370484926,0.0013984853529917405
0,43,0,0,0,0,0.00042976373275669354,0.0028972317499527432
0,44,-1,0,-1,0,-0.0006817560954496312,0.003929057190931564
0,45,-1,0,-1,0,-0.0022007797715148923,0.004117369355832283
0,46,-1,0,-1,0,-0.003571358005424784,0.0034002154823683474
0,47,-1,0,-1,0,-0.00431190802573069,0.0020393806130536984
0,48,-1,0,-1,0,-0.004181947662690833,0.0005157940483324435
0,49,-1,-1,-1,-1,-0.003258161402186131,-0.0006480885978138694
0,50,-1,-1,-1,-1,-0.00189639080495089,-0.0010742921214468434
0,51,-1,-1,-1,-1,-0.0005966642377940902,-0.0006583175390063881
0,52,0,0,0,0,0.000178325356886284,0.0004022955590178187
0,53,0,0,0,0,0.0001661391211661659,0.0016868388052476738
0,54,-1,0,-1,0,-0.0006078590922716709,0.00270691946183473
0,55,-1,0,-1,0,-0.0018471112428131084,0.0030817189301337545
0,56,-1,0,-1,0,-0.0030960981741791245,0.0026707126518961746
0,57,-1,0,-1,0,-0.00390625,0.001618021728019903
0,58,-1,0,-1,0,-0.003995657616662835,0.00029473741265147787
0,59,-1,-1,-1,-1,-0.003346196904107454,-0.0008381786907114335
0,60,-1,-1,-1,-1,-0.002204916737080567,-0.0013962481250093012
0,61,-1,-1,-1,-1,-0.000990999445005184,-0.0012075363175945437
0,62,-1,-1,-1,-1,-0.0001429755522311079,-0.0003706501815789156
0,63,0,0,0,0,3.854832460936132e-05,0.0007846691735833577
0,64,-1,0,-1,0,-0.0005033535581423021,0.001818886042660266
0,65,-1,0,-1,0,-0.001564624282461605,0.0023416257175383945
0,66,-1,0,-1,0,-0.002756438611680995,0.0021511458059217314
0,67,-1,0,-1,0,-0.0036467066555797797,0.0013048125053221997
