net,length_um
clknet_leaf_57_clk_regs,97.64µm
_02808_,97.49µm
_06515_,97.49µm
clknet_leaf_66_clk_regs,97.49µm
_02599_,97.44µm
clknet_leaf_118_clk_regs,97.13µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[12\],97.01µm
_02197_,96.98µm
u_transform_scheduler_core.dft12_base\[3\],96.88µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[4\],96.88µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[14\],96.88µm
net1073,96.67µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[14\],96.57µm
u_transform_scheduler_core.tx_mem_addr\[1\],96.52µm
clknet_leaf_137_clk_regs,96.52µm
clknet_leaf_318_clk_regs,96.52µm
_03260_,96.47µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[15\],96.47µm
net1512,96.47µm
_04884_,96.42µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[3\],96.37µm
net65,96.37µm
net970,96.37µm
clknet_leaf_249_clk_regs,96.37µm
net414,95.96µm
u_transform_scheduler_core.small_sent_uop,95.91µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[11\],95.86µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[6\],95.86µm
u_transform_scheduler_core.u_mixed_radix_butterfly.scalar_operand\[3\],95.86µm
clknet_leaf_299_clk_regs,95.86µm
_05542_,95.81µm
_07989_,95.81µm
_05457_,95.76µm
net969,95.76µm
clknet_leaf_308_clk_regs,95.35µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[12\],95.3µm
_09151_,95.25µm
_00064_,95.2µm
_08319_,95.2µm
_08326_,95.2µm
clknet_leaf_72_clk_regs,94.99µm
clknet_leaf_51_clk_regs,94.89µm
clknet_leaf_93_clk_regs,94.89µm
net704,94.84µm
_05678_,94.79µm
_06755_,94.79µm
clknet_leaf_218_clk_regs,94.79µm
_04723_,94.74µm
net803,94.74µm
_05730_,94.69µm
_02669_,94.64µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[9\],94.28µm
clknet_leaf_177_clk_regs,94.28µm
_07468_,94.23µm
_06131_,94.18µm
clknet_leaf_300_clk_regs,94.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[5\],94.13µm
clknet_leaf_328_clk_regs,93.87µm
net936,93.72µm
clknet_leaf_3_clk_regs,93.72µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[13\],93.67µm
net1476,93.67µm
clknet_leaf_100_clk_regs,93.67µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[7\],93.62µm
_02199_,93.57µm
_07638_,93.57µm
_07483_,93.52µm
clknet_leaf_209_clk_regs,93.11µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_stage\[1\],93.06µm
net705,93.06µm
clknet_leaf_251_clk_regs,93.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[1\],92.96µm
_07386_,92.7µm
net1056,92.7µm
clknet_leaf_111_clk_regs,92.7µm
clknet_leaf_238_clk_regs,92.65µm
net1537,92.6µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[1\],92.55µm
clknet_leaf_31_clk_regs,92.55µm
u_transform_scheduler_core.small_sent_x2_q,92.5µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[6\],92.5µm
_05447_,92.45µm
_06520_,92.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[2\],92.45µm
_03064_,92.4µm
_07635_,92.4µm
_08720_,92.4µm
net437,92.09µm
clknet_leaf_151_clk_regs,92.04µm
_06819_,91.99µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[12\],91.99µm
u_transform_scheduler_core.small_sent_twiddle_re,91.99µm
net1459,91.99µm
clknet_leaf_47_clk_regs,91.99µm
_07636_,91.89µm
_08434_,91.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[11\],91.89µm
clknet_leaf_225_clk_regs,91.89µm
_07388_,91.66µm
net800,91.58µm
_05213_,91.38µm
_06933_,91.33µm
net630,91.33µm
_08541_,91.28µm
clknet_leaf_173_clk_regs,90.97µm
clknet_leaf_21_clk_regs,90.92µm
_02803_,90.87µm
clknet_leaf_29_clk_regs,90.87µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[14\],90.82µm
net602,90.82µm
u_transform_scheduler_core.mod_diag_X1_q\[10\],90.77µm
net283,90.77µm
_05369_,90.72µm
_05373_,90.72µm
_05913_,90.72µm
_06527_,90.72µm
_06767_,90.72µm
clknet_leaf_258_clk_regs,90.46µm
clknet_leaf_45_clk_regs,90.41µm
_03718_,90.31µm
_07380_,90.31µm
clknet_leaf_320_clk_regs,90.31µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[9\],90.26µm
clknet_leaf_273_clk_regs,90.26µm
_05758_,90.21µm
_07415_,90.16µm
_08429_,90.16µm
u_transform_scheduler_core.mod_diag_addr0\[3\],90.16µm
net632,90.16µm
clknet_leaf_16_clk_regs,89.85µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_group\[1\],89.8µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[2\],89.8µm
_04920_,89.7µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[11\],89.7µm
_04801_,89.65µm
_05442_,89.6µm
_05467_,89.29µm
net949,89.29µm
clknet_leaf_61_clk_regs,89.24µm
clknet_leaf_235_clk_regs,89.24µm
net1440,89.19µm
_03178_,89.14µm
clknet_leaf_110_clk_regs,89.14µm
clknet_leaf_271_clk_regs,89.14µm
u_transform_scheduler_core.mod_diag_X1_q\[14\],89.09µm
_05923_,89.04µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[12\],89.04µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[15\],88.63µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[2\],88.63µm
clknet_leaf_204_clk_regs,88.63µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[10\],88.58µm
_06024_,88.53µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[8\],88.53µm
_02553_,88.48µm
_06745_,88.48µm
clknet_leaf_156_clk_regs,88.48µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[5\],88.17µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[9\],88.12µm
_05977_,88.07µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[14\],88.07µm
clknet_leaf_27_clk_regs,88.07µm
clknet_leaf_181_clk_regs,88.07µm
_05489_,88.02µm
echo_data\[5\],88.02µm
clknet_leaf_198_clk_regs,88.02µm
u_transform_scheduler_core.rx_fft128_index\[6\],87.56µm
_05725_,87.55µm
_05343_,87.41µm
_06871_,87.36µm
clknet_leaf_245_clk_regs,87.05µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[6\],86.9µm
clknet_leaf_145_clk_regs,86.9µm
_03592_,86.85µm
_04456_,86.85µm
_05673_,86.85µm
_08727_,86.85µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[1\],86.85µm
_03657_,86.8µm
_08978_,86.8µm
_03143_,86.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[9\],86.54µm
clknet_leaf_40_clk_regs,86.49µm
clknet_leaf_127_clk_regs,86.49µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[7\],86.44µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[1\],86.39µm
_04770_,86.34µm
_05823_,86.34µm
net1502,86.34µm
_05649_,86.29µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[4\],86.29µm
u_transform_scheduler_core.mod_diag_X1_q\[11\],86.29µm
net231,86.29µm
clknet_leaf_323_clk_regs,86.29µm
_08961_,86.24µm
clknet_leaf_248_clk_regs,85.93µm
_02750_,85.83µm
u_transform_scheduler_core.fft128_tx_active,85.83µm
clknet_leaf_269_clk_regs,85.83µm
_05152_,85.78µm
_03194_,85.7µm
_03173_,85.68µm
_05344_,85.37µm
clknet_leaf_192_clk_regs,85.37µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[14\],85.32µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[8\],85.32µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[10\],85.27µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[1\],85.27µm
clknet_leaf_149_clk_regs,85.27µm
clknet_leaf_257_clk_regs,85.27µm
clknet_leaf_278_clk_regs,85.22µm
_07418_,85.17µm
_08754_,85.17µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[9\],85.17µm
net390,85.17µm
_05784_,85.12µm
_06997_,85.12µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[12\],84.71µm
net230,84.66µm
clknet_leaf_32_clk_regs,84.66µm
_04406_,84.61µm
_05093_,84.61µm
net767,84.61µm
clknet_leaf_193_clk_regs,84.61µm
_06929_,84.56µm
_07513_,84.56µm
_04802_,84.44µm
clknet_leaf_43_clk_regs,84.2µm
clknet_leaf_91_clk_regs,84.2µm
_09615_,84.15µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[8\],84.15µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[8\],84.15µm
clknet_leaf_34_clk_regs,84.15µm
_02682_,84.1µm
_07043_,84.05µm
_08622_,84.05µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[12\],84.05µm
net1188,84.05µm
_02225_,84µm
_08063_,84µm
_05203_,83.79µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[4\],83.59µm
_00392_,83.54µm
net1487,83.54µm
_06289_,83.44µm
clknet_leaf_165_clk_regs,83.03µm
clknet_leaf_168_clk_regs,83.03µm
_09655_,82.93µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[5\],82.93µm
clknet_leaf_135_clk_regs,82.93µm
_02125_,82.88µm
_04868_,82.47µm
_05271_,82.42µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[2\],82.42µm
u_transform_scheduler_core.mod_diag_X1_q\[5\],82.37µm
clknet_leaf_4_clk_regs,82.01µm
clknet_leaf_113_clk_regs,82.01µm
_03692_,81.96µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[15\],81.91µm
u_transform_scheduler_core.tx_mem_addr\[2\],81.91µm
net1030,81.91µm
net1580,81.91µm
net1365,81.86µm
net1539,81.86µm
_05479_,81.81µm
_08225_,81.76µm
_02875_,81.5µm
clknet_leaf_17_clk_regs,81.5µm
net828,81.4µm
_05037_,81.35µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[5\],81.35µm
_02196_,81.25µm
_02804_,81.25µm
net1257,81.25µm
_07107_,81.2µm
_08606_,81.2µm
_06096_,80.84µm
net957,80.84µm
clknet_leaf_85_clk_regs,80.84µm
_04782_,80.79µm
clknet_leaf_179_clk_regs,80.79µm
_08427_,80.74µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[3\],80.74µm
clknet_leaf_96_clk_regs,80.74µm
_05617_,80.69µm
_08534_,80.69µm
net1496,80.69µm
_05736_,80.64µm
net1362,80.33µm
_05674_,80.27µm
clknet_leaf_80_clk_regs,80.22µm
clknet_leaf_306_clk_regs,80.18µm
_05640_,80.13µm
_10024_,80.13µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[9\],80.13µm
u_transform_scheduler_core.ofdm_sample_q\[0\],80.13µm
net350,80.13µm
clknet_leaf_309_clk_regs,80.13µm
_04962_,80.12µm
_02042_,80.08µm
_09221_,80.08µm
_09293_,80.08µm
net1532,79.72µm
u_transform_scheduler_core.mod_diag_X0_q\[2\],79.67µm
clknet_leaf_327_clk_regs,79.67µm
clknet_leaf_330_clk_regs,79.67µm
clknet_leaf_18_clk_regs,79.62µm
clknet_leaf_25_clk_regs,79.62µm
clknet_leaf_174_clk_regs,79.62µm
clknet_leaf_317_clk_regs,79.62µm
_02315_,79.57µm
_05368_,79.57µm
_07261_,79.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[2\],79.57µm
net318,79.57µm
net650,79.57µm
_08343_,79.52µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[0\],79.11µm
clknet_leaf_289_clk_regs,79.11µm
_05338_,79.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[4\],79.06µm
_02979_,79.01µm
_08741_,79.01µm
net782,79.01µm
_02117_,78.96µm
_03140_,78.75µm
clknet_leaf_77_clk_regs,78.65µm
_03149_,78.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[13\],78.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[1\],78.55µm
clknet_leaf_201_clk_regs,78.55µm
u_transform_scheduler_core.mod_diag_X0_q\[7\],78.5µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[1\],78.5µm
clknet_leaf_97_clk_regs,78.5µm
_05477_,78.45µm
_06218_,78.45µm
_07273_,78.45µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[5\],78.45µm
u_transform_scheduler_core.mod_diag_X0_q\[6\],78.45µm
_02107_,78.4µm
_05741_,78.4µm
_06810_,78.4µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[3\],78.22µm
_03199_,78.09µm
net867,77.99µm
_05019_,77.94µm
u_transform_scheduler_core.bf_X0_i\[1\],77.94µm
u_transform_scheduler_core.small_sent_x2_i,77.94µm
_02049_,77.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[13\],77.89µm
_06376_,77.84µm
net1610,77.84µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[11\],77.53µm
_04328_,77.48µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_phase,77.48µm
clknet_leaf_244_clk_regs,77.48µm
_05265_,77.43µm
clknet_leaf_270_clk_regs,77.43µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[1\],77.38µm
clknet_leaf_243_clk_regs,77.38µm
_05822_,77.33µm
_06422_,77.33µm
_08358_,77.33µm
_08758_,77.33µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[2\],77.33µm
_05763_,77.28µm
_05381_,76.87µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[11\],76.87µm
_07378_,76.82µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[15\],76.82µm
clknet_leaf_147_clk_regs,76.82µm
_09671_,76.77µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[13\],76.36µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[7\],76.335µm
clknet_leaf_41_clk_regs,76.31µm
clknet_leaf_86_clk_regs,76.31µm
net1186,76.26µm
_04797_,76.21µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[2\],76.21µm
_05664_,76.16µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[1\],75.98µm
_04526_,75.8µm
u_serializer.byte_index\[0\],75.8µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[0\],75.8µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[13\],75.75µm
clknet_leaf_263_clk_regs,75.75µm
_08355_,75.7µm
_02192_,75.65µm
_07068_,75.65µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[3\],75.65µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[21\],75.65µm
net490,75.65µm
_04031_,75.6µm
_07177_,75.6µm
clknet_leaf_288_clk_regs,75.29µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[8\],75.24µm
_04752_,75.09µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[3\],75.09µm
u_transform_scheduler_core.u_fft_scratch_sram.macro_wdata\[9\],75.09µm
_02020_,75.04µm
_06511_,75.04µm
input_left\[0\],74.68µm
clknet_leaf_170_clk_regs,74.68µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[14\],74.63µm
_03180_,74.58µm
_04772_,74.58µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[12\],74.58µm
u_transform_scheduler_core.mod_diag_valid,74.58µm
u_transform_scheduler_core.tx_mem_addr\[3\],74.58µm
_02961_,74.53µm
_04053_,74.53µm
_04582_,74.53µm
_05314_,74.53µm
_02058_,74.48µm
_02743_,74.48µm
net862,74.27µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[15\],74.12µm
net440,74.12µm
_05470_,74.07µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[12\],74.07µm
clknet_leaf_53_clk_regs,74.07µm
clknet_leaf_188_clk_regs,74.07µm
_07939_,74.02µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[0\],74.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[13\],74.02µm
_04720_,73.97µm
_09457_,73.97µm
_09261_,73.92µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[19\],73.51µm
_07899_,73.46µm
u_transform_scheduler_core.fft128_block_ready,73.46µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[15\],73.41µm
clknet_leaf_159_clk_regs,73.05µm
_03063_,73µm
_04808_,73µm
clknet_leaf_78_clk_regs,73µm
clknet_leaf_232_clk_regs,73µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[1\],72.95µm
_05339_,72.85µm
_09234_,72.85µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[12\],72.85µm
clknet_leaf_82_clk_regs,72.85µm
_05541_,72.8µm
_06069_,72.8µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_sum_i_reg\[0\],72.8µm
clknet_leaf_13_clk_regs,72.8µm
clknet_leaf_154_clk_regs,72.44µm
clknet_leaf_310_clk_regs,72.39µm
_02990_,72.34µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[8\],72.34µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[13\],72.34µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_full,72.34µm
clknet_leaf_276_clk_regs,72.34µm
_04270_,72.29µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[1\],72.29µm
clknet_leaf_106_clk_regs,72.28µm
_04212_,72.24µm
_05877_,72.24µm
_03723_,72.03µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[10\],71.93µm
clknet_leaf_146_clk_regs,71.88µm
_05500_,71.78µm
_05986_,71.78µm
_06682_,71.78µm
_05298_,71.73µm
_08311_,71.73µm
_08331_,71.73µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[0\],71.73µm
clknet_leaf_50_clk_regs,71.73µm
_05474_,71.68µm
_06187_,71.68µm
input_left\[2\],71.32µm
_06839_,71.27µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[1\],71.22µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[15\],71.22µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_issued,71.22µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[10\],71.22µm
net636,71.22µm
_02249_,71.17µm
_03506_,71.17µm
_08351_,71.17µm
_08381_,71.17µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[0\],71.17µm
_02067_,71.12µm
_02476_,71.12µm
_06559_,71.12µm
clknet_leaf_183_clk_regs,71.12µm
_03714_,70.86µm
_07385_,70.71µm
_07986_,70.71µm
_02312_,70.66µm
_08444_,70.66µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[15\],70.66µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[13\],70.66µm
clknet_leaf_163_clk_regs,70.66µm
_03200_,70.61µm
_03386_,70.61µm
_07555_,70.61µm
u_transform_scheduler_core.mod_diag_X1_q\[4\],70.61µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[4\],70.61µm
net625,70.61µm
_06608_,70.56µm
_08860_,70.56µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[6\],70.3µm
_06049_,70.15µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[3\],70.15µm
clknet_leaf_172_clk_regs,70.15µm
_06061_,70.1µm
_09621_,70.1µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[13\],70.1µm
_06085_,70.05µm
_06435_,70µm
_08770_,70µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[6\],69.92µm
u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[0\],69.91µm
_05078_,69.89µm
clknet_leaf_324_clk_regs,69.82µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[13\],69.69µm
_08398_,69.64µm
clknet_leaf_279_clk_regs,69.64µm
_05195_,69.59µm
_05905_,69.59µm
_09732_,69.59µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[1\],69.59µm
_03543_,69.54µm
_04914_,69.54µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[5\],69.54µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[8\],69.54µm
u_transform_scheduler_core.rx_state\[16\],69.54µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[4\],69.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[6\],69.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[22\],69.54µm
_05035_,69.49µm
_05917_,69.44µm
_07533_,69.44µm
_07766_,69.44µm
_07812_,69.44µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[1\],69.44µm
net1115,69.31µm
clknet_leaf_42_clk_regs,69.31µm
_05269_,69.13µm
clknet_leaf_84_clk_regs,69.08µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[14\],69.03µm
_03252_,68.98µm
_06254_,68.98µm
u_transform_scheduler_core.u_fdiq_input_adapter.held_i\[4\],68.98µm
_08890_,68.93µm
net47,68.93µm
clknet_leaf_142_clk_regs,68.93µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[3\],68.88µm
u_transform_scheduler_core.u_fft_scratch_sram.rv_hi,68.67µm
clknet_leaf_226_clk_regs,68.57µm
_05352_,68.52µm
_05277_,68.47µm
_09562_,68.47µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[8\],68.47µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[17\],68.47µm
clknet_leaf_89_clk_regs,68.47µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[2\],68.42µm
_03192_,68.37µm
_05579_,68.37µm
_05102_,68.32µm
_06319_,68.32µm
_07618_,68.32µm
_08421_,68.32µm
_08974_,68.32µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[3\],68.21µm
_04606_,67.91µm
_06795_,67.91µm
clknet_leaf_312_clk_regs,67.91µm
u_transform_scheduler_core.u_mixed_radix_butterfly.uop_full,67.86µm
_04977_,67.81µm
_06630_,67.81µm
u_transform_scheduler_core.fifo_x1_i\[0\]\[10\],67.81µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[27\],67.81µm
clknet_leaf_167_clk_regs,67.81µm
_02717_,67.76µm
_05097_,67.76µm
_07034_,67.76µm
_05308_,67.45µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[14\],67.4µm
_05525_,67.35µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[9\],67.35µm
clknet_leaf_178_clk_regs,67.3µm
_03388_,67.25µm
_03389_,67.25µm
_05593_,67.25µm
_08141_,67.25µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[7\],67.25µm
_07614_,67.2µm
_09017_,67.2µm
_04460_,66.89µm
_10018_,66.79µm
_09050_,66.74µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[1\],66.74µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[12\],66.74µm
clknet_leaf_131_clk_regs,66.74µm
clknet_leaf_313_clk_regs,66.74µm
_02177_,66.69µm
_06230_,66.69µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[6\],66.69µm
u_transform_scheduler_core.mod_diag_X1_q\[12\],66.69µm
_03189_,66.36µm
_07389_,66.28µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[8\],66.23µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[1\],66.23µm
clknet_leaf_160_clk_regs,66.23µm
clknet_leaf_304_clk_regs,66.23µm
_04863_,66.18µm
clknet_leaf_219_clk_regs,66.18µm
_05171_,66.13µm
_08830_,66.13µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[0\],65.72µm
_08776_,65.67µm
u_transform_scheduler_core.mod_diag_addr1\[3\],65.67µm
_05588_,65.62µm
net821,65.62µm
_05365_,65.57µm
_08388_,65.57µm
u_transform_scheduler_core.ofdm_sample_i\[1\],65.57µm
_02076_,65.52µm
_08838_,65.52µm
net655,65.39µm
_09814_,65.24µm
_08396_,65.11µm
clknet_leaf_234_clk_regs,65.11µm
clknet_leaf_314_clk_regs,65.11µm
_04740_,65.06µm
_04813_,65.06µm
_07370_,65.06µm
u_transform_scheduler_core.u_fft128_modulo_controller.read_return_count\[1\],65.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_im_reg\[3\],65.06µm
_02254_,65.01µm
_04796_,65.01µm
_06393_,65.01µm
_09229_,65.01µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[5\],65.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[3\],65.01µm
_08200_,64.96µm
_08717_,64.96µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[5\],64.96µm
_05978_,64.6µm
_06859_,64.55µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[0\],64.55µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[14\],64.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[1\],64.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[14\],64.55µm
_02114_,64.5µm
_05139_,64.5µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[17\],64.5µm
_08827_,64.45µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[15\],64.45µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[2\],64.45µm
_04047_,64.4µm
_07363_,64.4µm
_07747_,64.4µm
u_transform_scheduler_core.fifo_inverse\[0\]\[0\],64.4µm
u_serializer.byte_index\[1\],64.09µm
u_transform_scheduler_core.mod_diag_last,64.04µm
_04787_,63.99µm
_04791_,63.99µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[1\],63.99µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[4\],63.99µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[5\],63.99µm
_05521_,63.94µm
clknet_leaf_65_clk_regs,63.94µm
_02680_,63.89µm
_05461_,63.89µm
_05653_,63.89µm
_06340_,63.89µm
_08704_,63.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_full,63.89µm
clknet_leaf_121_clk_regs,63.89µm
_02751_,63.84µm
_05634_,63.84µm
_08283_,63.84µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[13\],63.48µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[7\],63.43µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[2\],63.43µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[0\],63.43µm
_02684_,63.38µm
_03387_,63.38µm
