net,length_um
u_transform_scheduler_core.rx_state\[3\],90.41µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[7\],90.31µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[4\],90.31µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_group\[5\],90.21µm
_05884_,90.16µm
_06021_,90.16µm
_07250_,90.16µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[14\],90.16µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[8\],89.9µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[15\],89.85µm
_04324_,89.7µm
u_transform_scheduler_core.small_sent_x2_q,89.7µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[15\],89.7µm
_05918_,89.65µm
_05278_,89.6µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[13\],89.29µm
_03691_,89.19µm
_07648_,89.19µm
_07713_,89.14µm
_04118_,89.09µm
_04503_,89.09µm
_05443_,89.09µm
_07211_,89.09µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[1\],88.83µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[5\],88.78µm
_07793_,88.63µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[0\],88.63µm
_02106_,88.53µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[14\],88.53µm
_06751_,88.48µm
u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_addr\[4\],88.39µm
_02490_,88.02µm
_07903_,87.97µm
u_transform_scheduler_core.ofdm_sample_i\[1\],87.97µm
_06805_,87.92µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[7\],87.66µm
_04560_,87.51µm
u_transform_scheduler_core.ofdm_output_done,87.46µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[8\],87.46µm
debug_addr\[7\],87.41µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[10\],87.41µm
_08626_,87.36µm
_04473_,86.9µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[15\],86.9µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[21\],86.9µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[6\],86.85µm
_04283_,86.8µm
_07351_,86.8µm
_07720_,86.8µm
_08375_,86.8µm
_08450_,86.8µm
_04599_,86.59µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[1\],86.59µm
_04658_,86.49µm
_02464_,86.39µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[6\],86.39µm
_06154_,86.34µm
u_transform_scheduler_core.rx_dft12_index\[3\],86.34µm
echo_data\[1\],86.29µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[4\],86.29µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[6\],86.29µm
_04778_,86.24µm
_07628_,86.24µm
_08702_,86.24µm
u_transform_scheduler_core.mod_diag_X1_i\[14\],86.24µm
u_transform_scheduler_core.mod_diag_X1_q\[4\],86.24µm
_02373_,85.83µm
_03324_,85.73µm
_06259_,85.73µm
_05649_,85.68µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[5\],85.42µm
_02230_,85.32µm
u_transform_scheduler_core.u_fft128_modulo_controller.read_return_count\[1\],85.32µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[8\],85.27µm
_02500_,85.12µm
_03240_,85.12µm
_04070_,85.12µm
_05100_,85.12µm
_02468_,84.66µm
_04074_,84.66µm
u_transform_scheduler_core.mod_diag_X1_i\[0\],84.66µm
_05218_,84.56µm
_02908_,84.1µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[11\],84.05µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[10\],84.05µm
_05719_,84µm
_06534_,84µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[2\],83.59µm
_04557_,83.54µm
_04942_,83.54µm
u_transform_scheduler_core.mod_diag_X0_q\[8\],83.54µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[15\],83.49µm
_05867_,83.44µm
_06386_,83.44µm
_06591_,83.44µm
_08072_,83.44µm
u_transform_scheduler_core.mod_diag_X0_q\[15\],83.44µm
_04798_,82.93µm
_07517_,82.93µm
_08397_,82.93µm
u_transform_scheduler_core.ofdm_capture_busy,82.93µm
_06238_,82.88µm
_09011_,82.88µm
_02460_,82.42µm
u_transform_scheduler_core.mod_diag_X0_q\[3\],82.42µm
_07744_,82.37µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[1\],82.37µm
u_transform_scheduler_core.rx_small_x0_q\[5\],82.32µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[4\],81.96µm
u_transform_scheduler_core.mod_diag_X1_i\[1\],81.86µm
_02517_,81.81µm
_04665_,81.81µm
_02233_,81.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_re_reg\[0\],81.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[4\],81.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[6\],81.35µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[19\],81.3µm
_06065_,81.25µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[5\],81.25µm
_05126_,81.2µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[10\],80.84µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[11\],80.79µm
_04714_,80.75µm
_04941_,80.74µm
_06115_,80.74µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[4\],80.74µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[12\],80.74µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[14\],80.74µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[12\],80.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[13\],80.69µm
_02850_,80.18µm
_06327_,80.18µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[11\],80.18µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[5\],80.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[3\],80.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[16\],80.18µm
_04717_,80.13µm
_05600_,80.13µm
_04406_,80.08µm
_04806_,80.08µm
_06226_,80.08µm
_07257_,80.08µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[3\],79.77µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[11\],79.72µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[12\],79.67µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[9\],79.67µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[2\],79.67µm
_03630_,79.62µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[9\],79.62µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[11\],79.62µm
_02526_,79.57µm
_04370_,79.57µm
_04696_,79.57µm
_08254_,79.57µm
_05428_,79.52µm
_05616_,79.52µm
_08471_,79.26µm
u_transform_scheduler_core.u_mixed_radix_butterfly.uop_full,79.16µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[4\],79.11µm
_07538_,79.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[4\],79.06µm
_04940_,79.01µm
_06157_,79.01µm
_06706_,79.01µm
u_transform_scheduler_core.dft12_sent_twiddle_im,79.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[4\],79.01µm
_03552_,78.96µm
_04429_,78.96µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[5\],78.6µm
u_transform_scheduler_core.result_meta_read_pointer\[1\],78.6µm
_04456_,78.55µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[12\],78.5µm
_07603_,78.45µm
_07777_,78.45µm
_08272_,78.45µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rq_reg\[0\],78.45µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[5\],78.45µm
_05787_,78.4µm
_05827_,78.4µm
_02509_,78.04µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[6\],78.04µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[12\],78.04µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[9\],77.99µm
_02700_,77.94µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[11\],77.76µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[11\],77.48µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[6\],77.43µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[6\],77.43µm
_06266_,77.38µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[0\],77.38µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[14\],77.38µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[13\],77.38µm
u_transform_scheduler_core.tx_sample_index\[0\],77.38µm
u_transform_scheduler_core.tx_sample_index\[1\],77.38µm
_02489_,77.33µm
_05449_,77.33µm
u_transform_scheduler_core.mod_diag_X0_i\[14\],77.33µm
u_transform_scheduler_core.mod_diag_X1_i\[8\],77.33µm
u_transform_scheduler_core.ofdm_sample_i\[2\],77.33µm
output_left\[6\],77.28µm
_08351_,77.1µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[2\],76.92µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[6\],76.82µm
_07174_,76.77µm
_07883_,76.77µm
u_transform_scheduler_core.ofdm_sample_i\[4\],76.77µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[6\],76.77µm
_03340_,76.72µm
_04762_,76.26µm
_04904_,76.26µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[2\],76.26µm
_09017_,76.21µm
_02253_,76.16µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[1\],75.8µm
_07243_,75.75µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[6\],75.75µm
_02330_,75.7µm
_04419_,75.7µm
_04122_,75.65µm
_06772_,75.65µm
u_transform_scheduler_core.dft12_sent_x0_q,75.65µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[14\],75.65µm
_03528_,75.6µm
_04867_,75.6µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[13\],75.19µm
_07258_,75.14µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[15\],75.14µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[1\],75.14µm
u_transform_scheduler_core.mod_diag_X1_q\[0\],75.14µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[0\],75.09µm
_07342_,75.04µm
_03981_,74.63µm
_08967_,74.63µm
_02331_,74.58µm
_07981_,74.58µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[5\],74.58µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[15\],74.53µm
_04131_,74.48µm
_06436_,74.48µm
_06970_,74.48µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[5\],74.3µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[9\],74.17µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[8\],74.07µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[15\],74.07µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[2\],74.02µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[14\],73.97µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[6\],73.97µm
_04235_,73.92µm
_04590_,73.92µm
_06224_,73.92µm
_06644_,73.92µm
_07924_,73.92µm
_03786_,73.635µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[15\],73.56µm
_04304_,73.51µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[9\],73.51µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[15\],73.51µm
_02531_,73.46µm
u_transform_scheduler_core.dft12_phase_onehot\[2\],73.46µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[7\],73.46µm
u_transform_scheduler_core.mod_diag_X1_q\[8\],73.46µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[3\],73.46µm
_02511_,73.41µm
_03262_,73.41µm
_07567_,73.41µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[6\],73.41µm
_05236_,73.36µm
_07856_,73.36µm
u_transform_scheduler_core.mod_diag_X0_i\[13\],73.36µm
_02497_,72.9µm
_04530_,72.9µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[2\],72.9µm
u_transform_scheduler_core.tx_sample_q\[5\],72.9µm
_03522_,72.85µm
_04116_,72.85µm
_06185_,72.85µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[13\],72.85µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_i_reg\[15\],72.85µm
_03479_,72.8µm
_07714_,72.8µm
_04561_,72.44µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[3\],72.44µm
_04322_,72.39µm
_04392_,72.39µm
_08553_,72.34µm
u_transform_scheduler_core.ofdm_mem_addr\[2\],72.34µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[5\],72.34µm
u_transform_scheduler_core.u_fft128_modulo_controller.pending_diag,72.34µm
_05293_,72.29µm
_07723_,72.24µm
_07899_,72.24µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[4\],72.01µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[13\],71.88µm
_07625_,71.73µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[5\],71.73µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[3\],71.73µm
u_transform_scheduler_core.ofdm_sample_i\[5\],71.73µm
_03350_,71.68µm
_04749_,71.68µm
_05447_,71.68µm
_06090_,71.68µm
u_transform_scheduler_core.rx_state\[14\],71.47µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[7\],71.37µm
_08520_,71.32µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[0\],71.32µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[4\],71.27µm
_02358_,71.22µm
top_state\[13\],71.22µm
_03587_,71.17µm
_04482_,71.17µm
_05216_,71.17µm
_05838_,71.17µm
_02470_,71.12µm
_07888_,71.12µm
_03956_,70.76µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[2\],70.76µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[13\],70.76µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[9\],70.71µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[10\],70.71µm
_07509_,70.66µm
_08145_,70.66µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[14\],70.66µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[8\],70.66µm
_06005_,70.61µm
_06748_,70.61µm
u_transform_scheduler_core.rx_state\[8\],70.61µm
_05702_,70.56µm
_06171_,70.56µm
_09023_,70.56µm
u_transform_scheduler_core.mod_diag_X1_q\[9\],70.56µm
_03544_,70.5µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[1\],70.3µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[8\],70.2µm
_04328_,70.1µm
_03856_,70.05µm
_04416_,70.05µm
_05328_,70.05µm
_08558_,70.05µm
_05258_,70µm
_05617_,69.64µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[12\],69.59µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[2\],69.59µm
_02377_,69.54µm
_06113_,69.54µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[10\],69.54µm
u_transform_scheduler_core.mod_diag_X0_q\[12\],69.54µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[22\],69.54µm
_05151_,69.49µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[3\],69.49µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[18\],69.49µm
_04054_,69.44µm
_05090_,69.44µm
u_transform_scheduler_core.u_fft_scratch_sram.state\[0\],69.44µm
_04120_,68.98µm
_04843_,68.98µm
_05602_,68.98µm
_05624_,68.98µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_j\[5\],68.98µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[13\],68.98µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[16\],68.98µm
_04319_,68.93µm
_08963_,68.93µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[3\],68.52µm
u_transform_scheduler_core.u_fft128_modulo_controller.state\[2\],68.52µm
_06880_,68.47µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[7\],68.42µm
_02020_,68.37µm
_03925_,68.37µm
_05861_,68.32µm
_07653_,68.32µm
_07988_,68.32µm
_08013_,68.32µm
_08183_,68.32µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[22\],68.32µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[8\],68.01µm
_02469_,67.91µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[1\],67.91µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[16\],67.91µm
_04495_,67.86µm
_07260_,67.86µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[9\],67.86µm
u_transform_scheduler_core.mod_diag_addr0\[1\],67.86µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[14\],67.86µm
_03694_,67.81µm
_07752_,67.81µm
_07865_,67.81µm
u_transform_scheduler_core.mod_diag_X0_q\[2\],67.81µm
_04315_,67.76µm
_06470_,67.76µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[6\],67.4µm
_06195_,67.35µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[11\],67.35µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[11\],67.35µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[7\],67.35µm
u_transform_scheduler_core.mod_diag_X0_i\[0\],67.35µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[2\],67.35µm
_04708_,67.34µm
_02055_,67.3µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[13\],67.3µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[8\],67.3µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[1\],67.25µm
_03278_,67.2µm
_05150_,67.2µm
_07126_,67.2µm
_07773_,67.2µm
_08036_,67.2µm
_08652_,67.2µm
_08075_,66.79µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[2\],66.79µm
_04362_,66.74µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[5\],66.74µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[11\],66.74µm
u_transform_scheduler_core.mod_x1_i\[0\],66.74µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[12\],66.74µm
_02491_,66.69µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[2\],66.69µm
_01655_,66.64µm
_07454_,66.64µm
_07529_,66.18µm
_08155_,66.18µm
_07879_,66.13µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[6\],66.13µm
_03034_,66.08µm
_03879_,66.08µm
_04124_,66.08µm
_04229_,66.08µm
_06977_,66.08µm
_08201_,66.08µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[2\],66.08µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[0\],65.72µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[7\],65.67µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[8\],65.67µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[1\],65.67µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[5\],65.62µm
u_transform_scheduler_core.small_sent_twiddle_im,65.62µm
_06574_,65.57µm
_08298_,65.57µm
_08848_,65.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[9\],65.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[14\],65.57µm
_04743_,65.52µm
_06144_,65.52µm
_08009_,65.52µm
_08135_,65.52µm
_04638_,65.16µm
_02416_,65.11µm
_07751_,65.11µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[14\],65.11µm
_08428_,65.06µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[4\],65.06µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[1\],65.06µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[0\],65.06µm
_04284_,65.01µm
_07902_,65.01µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[12\],65.01µm
u_transform_scheduler_core.mod_diag_X0_q\[13\],65.01µm
_00406_,64.96µm
_04595_,64.96µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[1\],64.585µm
_04559_,64.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[15\],64.55µm
_07730_,64.5µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[14\],64.5µm
_02388_,64.45µm
_04049_,64.45µm
_05205_,64.45µm
_05966_,64.45µm
_06194_,64.45µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[15\],64.45µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[14\],64.45µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[6\],64.45µm
_04643_,64.4µm
_04726_,64.4µm
_05578_,64.4µm
_07608_,64.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[1\],64.04µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[1\],64.04µm
_05481_,63.99µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[17\],63.94µm
_07324_,63.89µm
_07973_,63.89µm
magic_index\[0\],63.89µm
u_transform_scheduler_core.mod_diag_X0_q\[11\],63.89µm
_03261_,63.84µm
_07540_,63.84µm
_09034_,63.84µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[3\],63.84µm
input_left\[1\],63.61µm
_08699_,63.53µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[5\],63.53µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[7\],63.48µm
output_left\[1\],63.43µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[11\],63.43µm
_07335_,63.38µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[2\],63.38µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[8\],63.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[1\],63.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[14\],63.33µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[5\],63.33µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.requests_left\[2\],63.33µm
_03328_,63.28µm
_03455_,63.28µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[10\],63.28µm
_04525_,62.92µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[13\],62.87µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[14\],62.87µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[5\],62.87µm
_02462_,62.82µm
_02520_,62.82µm
_04301_,62.82µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[12\],62.82µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[4\],62.82µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[15\],62.82µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[6\],62.82µm
_02453_,62.77µm
_07691_,62.77µm
_08089_,62.77µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[3\],62.77µm
_01995_,62.72µm
_03239_,62.72µm
_05491_,62.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[9\],62.36µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[1\],62.26µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.input_sample_index\[1\],62.26µm
_03602_,62.21µm
_04514_,62.21µm
echo_data\[3\],62.21µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[10\],62.21µm
u_transform_scheduler_core.small_sent_x0_i,62.21µm
_03370_,62.16µm
_04170_,61.75µm
_04435_,61.75µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[15\],61.75µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[12\],61.75µm
_06155_,61.7µm
_08206_,61.7µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[2\],61.7µm
_06712_,61.65µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[2\],61.65µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[11\],61.65µm
u_transform_scheduler_core.mod_diag_X1_q\[7\],61.65µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[3\],61.65µm
_01176_,61.6µm
_03590_,61.6µm
_08813_,61.6µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[7\],61.19µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[4\],61.19µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[7\],61.19µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[9\],61.14µm
_07822_,61.09µm
_07849_,61.09µm
_08668_,61.09µm
u_transform_scheduler_core.result_meta_write_pointer\[1\],61.09µm
_04532_,61.04µm
_06016_,61.04µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[8\],60.78µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[3\],60.63µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[13\],60.63µm
_06147_,60.58µm
_08027_,60.58µm
u_transform_scheduler_core.rx_dft12_index\[2\],60.58µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[1\],60.58µm
u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[0\],60.58µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_full,60.58µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[1\],60.58µm
_04045_,60.53µm
_05194_,60.53µm
_05562_,60.53µm
output_left\[4\],60.53µm
_05106_,60.48µm
_05520_,60.48µm
_05890_,60.48µm
_07942_,60.48µm
_02280_,60.12µm
_02034_,60.07µm
_04506_,60.02µm
_04640_,60.02µm
_06193_,60.02µm
u_transform_scheduler_core.dft12_sent_uop,60.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[16\],60.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[6\],60.02µm
_02298_,59.97µm
_03606_,59.97µm
_06183_,59.97µm
_07594_,59.97µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[7\],59.97µm
u_transform_scheduler_core.fifo_x0_i\[0\]\[5\],59.97µm
_04541_,59.92µm
_04725_,59.92µm
_07605_,59.92µm
_04574_,59.51µm
_08204_,59.51µm
_07225_,59.46µm
_08856_,59.46µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[11\],59.46µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[7\],59.46µm
_02223_,59.41µm
_05047_,59.41µm
_06451_,59.41µm
_08644_,59.41µm
u_transform_scheduler_core.mod_diag_addr1\[1\],59.41µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[2\],59.41µm
_02840_,59.36µm
_06727_,59.36µm
