net,length_um
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[12\],65.01µm
_04671_,64.96µm
_06392_,64.96µm
_03941_,64.55µm
_04287_,64.55µm
_07049_,64.55µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[4\],64.55µm
_03708_,64.5µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[5\],64.5µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[3\],64.5µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_i_reg\[13\],64.5µm
_02374_,64.45µm
_03841_,64.45µm
_05493_,64.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_i_reg\[13\],64.04µm
output_left\[1\],63.99µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[11\],63.99µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[13\],63.99µm
_08511_,63.94µm
u_serializer.byte_index\[3\],63.94µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[15\],63.94µm
u_transform_scheduler_core.mod_diag_X1_q\[7\],63.94µm
_05602_,63.89µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[11\],63.89µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_index\[4\],63.89µm
_03193_,63.84µm
_05737_,63.84µm
_05854_,63.84µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[5\],63.48µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[13\],63.43µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[1\],63.43µm
_02361_,63.38µm
_04608_,63.38µm
delaynet_3_core_clk,63.38µm
_06142_,63.33µm
_07145_,63.28µm
_07280_,63.28µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[11\],63.28µm
_04133_,62.87µm
_03498_,62.82µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[6\],62.82µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[12\],62.82µm
u_transform_scheduler_core.mod_diag_X0_i\[15\],62.82µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[2\],62.82µm
_03132_,62.77µm
_08631_,62.77µm
u_transform_scheduler_core.fft128_block_inverse,62.77µm
u_transform_scheduler_core.fifo_x2_q\[0\]\[4\],62.77µm
_02359_,62.72µm
_04340_,62.72µm
_04680_,62.72µm
_04696_,62.72µm
_06530_,62.72µm
_07616_,62.72µm
_07676_,62.72µm
_02330_,62.36µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[1\],62.36µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[0\],62.31µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[4\],62.31µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[18\],62.31µm
_03804_,62.26µm
_04070_,62.26µm
_04508_,62.26µm
_05790_,62.21µm
_06358_,62.21µm
u_transform_scheduler_core.mod_diag_X0_i\[0\],62.21µm
_06074_,62.16µm
_08760_,62.16µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[4\],62.16µm
_04519_,61.8µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[3\],61.75µm
_03423_,61.7µm
_06086_,61.7µm
_07441_,61.7µm
_07520_,61.7µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[6\],61.7µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[10\],61.7µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[3\],61.7µm
_07402_,61.65µm
_07625_,61.65µm
_08530_,61.65µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[2\],61.65µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[4\],61.65µm
_04142_,61.6µm
_04310_,61.6µm
_06525_,61.6µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[4\],61.6µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[1\],61.24µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[4\],61.24µm
_04099_,61.19µm
_04512_,61.19µm
_07181_,61.19µm
_02626_,61.14µm
_07408_,61.14µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[9\],61.14µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[3\],61.14µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[8\],61.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[12\],61.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[7\],61.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[0\],61.09µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[10\],61.09µm
_03950_,61.04µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_full,60.68µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_i_ext\[6\],60.68µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[0\],60.63µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[11\],60.63µm
_08370_,60.58µm
u_transform_scheduler_core.mod_diag_X1_i\[15\],60.58µm
_08724_,60.53µm
u_transform_scheduler_core.u_subcarrier_mapper.clear_index\[5\],60.48µm
_02497_,60.2µm
u_transform_scheduler_core.result_meta_write_pointer\[1\],60.12µm
u_transform_scheduler_core.mod_diag_X1_q\[2\],60.07µm
u_transform_scheduler_core.u_mixed_radix_butterfly.multiply_phase\[2\],60.07µm
_04481_,60.02µm
_04652_,60.02µm
_06118_,60.02µm
_08817_,60.02µm
u_transform_scheduler_core.fifo_x1_q\[0\]\[1\],60.02µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[13\],59.97µm
_02096_,59.92µm
input_left\[1\],59.56µm
_06932_,59.46µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[11\],59.46µm
u_transform_scheduler_core.mod_diag_X1_i\[6\],59.46µm
_04054_,59.41µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[11\],59.41µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[15\],59.41µm
u_transform_scheduler_core.rx_dft12_index\[2\],59.41µm
_05258_,59.36µm
_06924_,59.36µm
_02356_,58.95µm
_03853_,58.95µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[11\],58.95µm
_08162_,58.9µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[8\],58.9µm
_02065_,58.85µm
_03655_,58.85µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[8\],58.85µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[29\],58.85µm
_04905_,58.8µm
_05501_,58.8µm
_06508_,58.8µm
_06915_,58.8µm
_07014_,58.8µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[0\],58.8µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[12\],58.44µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[10\],58.39µm
_03769_,58.34µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[4\],58.34µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[12\],58.34µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[12\],58.34µm
_03693_,58.29µm
_04698_,58.29µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[5\],58.29µm
u_transform_scheduler_core.tx_sample_index\[0\],58.29µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[12\],58.29µm
_04607_,58.24µm
_04682_,58.24µm
_07540_,58.24µm
_08538_,58.24µm
output_left\[3\],58.24µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[16\],57.83µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_full,57.83µm
_04412_,57.78µm
_07623_,57.78µm
_08564_,57.78µm
u_transform_scheduler_core.dft12_ram_i\[7\]\[14\],57.78µm
_02508_,57.73µm
_05920_,57.73µm
_07935_,57.73µm
_08101_,57.73µm
_08213_,57.73µm
_04466_,57.68µm
_04685_,57.68µm
_05204_,57.68µm
_05706_,57.68µm
_07021_,57.68µm
_07199_,57.68µm
u_transform_scheduler_core.mod_diag_X1_i\[3\],57.68µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[2\],57.68µm
top_state\[14\],57.27µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[5\],57.27µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[15\],57.27µm
_00062_,57.22µm
_04514_,57.22µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[5\],57.17µm
u_transform_scheduler_core.small_sent_x1_i,57.17µm
_02010_,57.12µm
_02111_,57.12µm
_02434_,57.12µm
_02664_,57.12µm
_07635_,57.12µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[10\],56.76µm
_03366_,56.71µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[6\],56.71µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[7\],56.71µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[12\],56.71µm
_04592_,56.66µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[7\],56.66µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[3\],56.66µm
u_transform_scheduler_core.mod_diag_X1_q\[4\],56.66µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_im_reg\[6\],56.61µm
_05564_,56.56µm
_07651_,56.56µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[4\],56.2µm
_08700_,56.15µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[10\],56.15µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[5\],56.15µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[13\],56.15µm
_07423_,56.1µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[2\],56.1µm
u_transform_scheduler_core.mod_diag_X1_i\[1\],56.1µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[14\],56µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[30\],56µm
_02173_,55.69µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[4\],55.64µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[14\],55.64µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[5\],55.64µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[9\],55.54µm
u_transform_scheduler_core.u_fft_scratch_sram.state\[2\],55.54µm
_04595_,55.49µm
_06894_,55.49µm
_07609_,55.49µm
_08331_,55.49µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[3\],55.49µm
_07122_,55.44µm
u_transform_scheduler_core.u_fft128_modulo_controller.slot_phase\[0\],55.36µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[6\],55.08µm
_02469_,55.03µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[7\],55.03µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[1\],55.03µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[6\],55.03µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.requests_left\[1\],55.03µm
_02179_,54.98µm
_05411_,54.98µm
_06816_,54.98µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[12\],54.98µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[8\],54.98µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[12\],54.98µm
_04716_,54.93µm
_04745_,54.93µm
_08612_,54.93µm
top_state\[13\],54.93µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[21\],54.93µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[3\],54.93µm
_05074_,54.88µm
_06488_,54.88µm
u_transform_scheduler_core.ofdm_mem_addr\[1\],54.52µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[5\],54.47µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[13\],54.47µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[21\],54.47µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[6\],54.42µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[1\],54.42µm
_06413_,54.37µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[13\],54.37µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[0\],54.37µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[13\],54.37µm
_02271_,54.365µm
_03126_,54.32µm
_03290_,54.32µm
_03955_,54.32µm
_04149_,54.32µm
_06973_,54.32µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[0\],54.32µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.pace_count\[0\],54.01µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[11\],53.96µm
_02032_,53.91µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[7\],53.91µm
u_transform_scheduler_core.u_fdiq_input_adapter.input_sample_index\[1\],53.91µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[6\],53.91µm
u_transform_scheduler_core.u_fft128_modulo_controller.read_return_count\[1\],53.9µm
_08382_,53.86µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[11\],53.86µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[10\],53.86µm
_02113_,53.81µm
_03810_,53.81µm
_04179_,53.81µm
_04903_,53.81µm
_05284_,53.81µm
_06916_,53.81µm
_08225_,53.81µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[6\],53.81µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[3\],53.81µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[2\],53.81µm
_05832_,53.76µm
_07571_,53.76µm
_07622_,53.76µm
_04366_,53.3µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[13\],53.3µm
u_transform_scheduler_core.dft12_sent_twiddle_re,53.3µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_x0_q_reg\[13\],53.3µm
_04076_,53.25µm
_04160_,53.25µm
_05305_,53.2µm
_02323_,52.79µm
_06533_,52.79µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[15\],52.79µm
u_transform_scheduler_core.mod_diag_X1_q\[3\],52.79µm
u_transform_scheduler_core.ofdm_sample_valid,52.79µm
_03788_,52.74µm
_03976_,52.74µm
_04195_,52.74µm
_05959_,52.74µm
_02059_,52.69µm
_02078_,52.69µm
_04404_,52.69µm
_07265_,52.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[17\],52.69µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[20\],52.69µm
_02158_,52.64µm
_02512_,52.64µm
_07505_,52.64µm
_08240_,52.64µm
_04202_,52.28µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[9\],52.28µm
_04346_,52.23µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[0\],52.23µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[2\],52.23µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[11\],52.23µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_product_im_reg\[15\],52.23µm
_03856_,52.18µm
_04429_,52.18µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[3\],52.18µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[8\],52.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[14\],52.18µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[14\],52.18µm
_02486_,52.13µm
_04426_,52.13µm
_04434_,52.13µm
_05435_,52.13µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[0\],52.13µm
_04620_,52.08µm
u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[18\],52.08µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[7\],51.9µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[13\],51.72µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[4\],51.67µm
u_transform_scheduler_core.mod_diag_X1_i\[9\],51.67µm
u_transform_scheduler_core.small_sent_x2_i,51.67µm
_03581_,51.62µm
_04459_,51.62µm
_05304_,51.62µm
_07693_,51.62µm
_08586_,51.62µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[3\],51.62µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[7\],51.62µm
_04066_,51.57µm
_05025_,51.57µm
_05137_,51.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.combine_half_sum_q_reg\[14\],51.57µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rq_reg\[7\],51.57µm
_03256_,51.52µm
_05675_,51.52µm
_07028_,51.52µm
_08149_,51.52µm
_03740_,51.11µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[12\],51.11µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[5\],51.11µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[11\],51.11µm
_07207_,51.06µm
u_transform_scheduler_core.dft12_block_ready,51.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[11\],51.06µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[9\],51.06µm
_02120_,51.01µm
_06854_,51.01µm
_06883_,51.01µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[0\],51.01µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[10\],51.01µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[15\],51.01µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[6\],51.01µm
u_transform_scheduler_core.u_fft128_modulo_controller.result_group\[5\],51.01µm
_04304_,50.96µm
_04649_,50.96µm
_04819_,50.96µm
_05192_,50.96µm
_05886_,50.96µm
_08558_,50.96µm
_08747_,50.96µm
u_transform_scheduler_core.dft12_ram_q\[0\]\[13\],50.96µm
u_transform_scheduler_core.tx_sample_i\[5\],50.96µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[13\],50.905µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[2\],50.65µm
u_transform_scheduler_core.dft12_ram_q\[0\]\[0\],50.6µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[4\],50.6µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[3\],50.55µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[5\],50.55µm
u_transform_scheduler_core.u_fft128_modulo_controller.read_return_count\[0\],50.55µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[20\],50.55µm
_07594_,50.5µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[10\],50.5µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[2\],50.5µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[10\],50.5µm
_03093_,50.45µm
_03308_,50.45µm
_05762_,50.45µm
_08824_,50.45µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[14\],50.45µm
u_transform_scheduler_core.mod_diag_X1_i\[0\],50.45µm
u_transform_scheduler_core.rx_state\[5\],50.45µm
u_transform_scheduler_core.u_fdiq_input_adapter.held_i\[10\],50.45µm
_03534_,50.4µm
_04670_,50.4µm
_06549_,50.4µm
_07070_,50.4µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[7\],50.04µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[1\],49.99µm
u_transform_scheduler_core.u_mixed_radix_butterfly.uop_full,49.99µm
_04084_,49.94µm
_05366_,49.94µm
u_transform_scheduler_core.dft12_ram_q\[8\]\[3\],49.94µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[16\],49.94µm
_06937_,49.89µm
u_transform_scheduler_core.dft12_ram_i\[1\]\[10\],49.89µm
u_transform_scheduler_core.dft12_ram_i\[2\]\[0\],49.89µm
u_transform_scheduler_core.tx_mem_addr\[7\],49.89µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[9\],49.89µm
_03744_,49.84µm
_05105_,49.84µm
_06361_,49.84µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[8\],49.84µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[13\],49.84µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[7\],49.48µm
_03595_,49.43µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[2\],49.43µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[4\],49.43µm
u_transform_scheduler_core.dft12_ram_i\[8\]\[15\],49.43µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[8\],49.43µm
u_transform_scheduler_core.result_meta_count\[0\],49.43µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[4\],49.43µm
_03779_,49.38µm
_03794_,49.38µm
_04355_,49.38µm
_05413_,49.38µm
_07568_,49.38µm
_08576_,49.38µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[8\],49.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[12\],49.38µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[11\],49.38µm
_06082_,49.33µm
u_transform_scheduler_core.rx_fft128_index\[5\],49.33µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[0\],49.28µm
u_transform_scheduler_core.dft12_ram_i\[9\]\[5\],49.05µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_iq_reg\[10\],49µm
u_serializer.byte_index\[1\],48.97µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[12\],48.92µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[3\],48.92µm
output_left\[2\],48.87µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[5\],48.87µm
u_transform_scheduler_core.dft12_ram_q\[6\]\[3\],48.87µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rq_reg\[8\],48.83µm
_02438_,48.82µm
_05224_,48.82µm
_06003_,48.82µm
_07187_,48.82µm
_08127_,48.82µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[5\],48.82µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[8\],48.82µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[1\],48.82µm
_02320_,48.77µm
_04315_,48.77µm
_06714_,48.77µm
_07270_,48.77µm
_07426_,48.77µm
_08742_,48.77µm
u_transform_scheduler_core.dft12_ram_q\[1\]\[2\],48.77µm
u_transform_scheduler_core.small_sent_x1_q,48.77µm
_08582_,48.72µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[12\],48.72µm
_04045_,48.41µm
_04141_,48.31µm
u_transform_scheduler_core.dft12_ram_q\[5\]\[4\],48.31µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[10\],48.31µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[4\],48.31µm
_07406_,48.3µm
_07629_,48.26µm
_07913_,48.26µm
_08523_,48.26µm
u_transform_scheduler_core.dft12_ram_q\[11\]\[14\],48.26µm
u_transform_scheduler_core.mod_diag_X1_i\[7\],48.26µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[16\],48.26µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_q_ext\[3\],48.26µm
_03188_,48.21µm
_05473_,48.21µm
_06403_,48.21µm
_07552_,48.21µm
_07709_,48.21µm
_08644_,48.21µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[0\],48.21µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[8\],48.21µm
u_transform_scheduler_core.u_mixed_radix_butterfly.high_rq_reg\[9\],48.21µm
u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[4\],48.21µm
_05514_,48.16µm
_07861_,48.16µm
_08368_,48.16µm
u_transform_scheduler_core.result_meta_radix3\[0\]\[0\],48.16µm
u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[15\],48.16µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[2\],47.85µm
_02300_,47.8µm
_04206_,47.8µm
_04463_,47.75µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_q_reg\[1\],47.75µm
_02375_,47.7µm
_05368_,47.7µm
_07697_,47.7µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[2\],47.7µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[8\],47.7µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.responses_left\[7\],47.7µm
_02231_,47.65µm
_06565_,47.65µm
_07396_,47.65µm
u_transform_scheduler_core.dft12_ram_i\[11\]\[14\],47.65µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[7\],47.65µm
_03492_,47.6µm
_04417_,47.6µm
_05185_,47.6µm
_05205_,47.6µm
_07295_,47.6µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[8\],47.6µm
_05343_,47.59µm
u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[13\],47.32µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[8\],47.24µm
_04129_,47.19µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[6\],47.19µm
_03603_,47.14µm
_03881_,47.14µm
_07530_,47.14µm
_07950_,47.14µm
u_transform_scheduler_core.dft12_ram_i\[4\]\[3\],47.14µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[11\],47.14µm
u_transform_scheduler_core.u_fft128_modulo_controller.fetch_group\[6\],47.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[15\],47.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.product_rq_reg\[7\],47.14µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x1_q_ext\[10\],47.14µm
u_transform_scheduler_core.u_tdiq_output_cp_insert.pace_count\[1\],47.14µm
_03038_,47.09µm
_03046_,47.09µm
_03300_,47.09µm
_04820_,47.09µm
_05374_,47.09µm
_07968_,47.09µm
u_transform_scheduler_core.dft12_ram_q\[3\]\[8\],47.09µm
u_transform_scheduler_core.dft12_ram_q\[4\]\[10\],47.09µm
u_transform_scheduler_core.u_fft128_modulo_controller.pending_diag,47.09µm
_04741_,47.04µm
_05747_,47.04µm
_06149_,47.04µm
_06473_,47.04µm
_08721_,47.04µm
u_transform_scheduler_core.dft12_ram_i\[10\]\[8\],47.04µm
u_transform_scheduler_core.result_meta_inverse\[2\]\[0\],47.04µm
u_transform_scheduler_core.dft12_ram_q\[10\]\[10\],46.58µm
u_transform_scheduler_core.dft12_ram_q\[7\]\[14\],46.58µm
u_transform_scheduler_core.dft12_ram_q\[9\]\[3\],46.58µm
u_transform_scheduler_core.rx_state\[6\],46.58µm
_03357_,46.53µm
_04425_,46.53µm
_05285_,46.53µm
_07260_,46.53µm
_07372_,46.53µm
u_transform_scheduler_core.dft12_ram_i\[5\]\[10\],46.53µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[10\],46.53µm
u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[14\],46.53µm
_02291_,46.48µm
_03565_,46.48µm
_05781_,46.48µm
_08055_,46.48µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[6\],46.48µm
u_transform_scheduler_core.mod_diag_X0_q\[3\],46.48µm
u_transform_scheduler_core.dft12_ram_q\[2\]\[2\],46.12µm
u_transform_scheduler_core.u_mixed_radix_butterfly.x2_i_ext\[6\],46.12µm
u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[14\],46.07µm
_04204_,46.02µm
_07137_,46.02µm
u_transform_scheduler_core.dft12_ram_i\[3\]\[2\],46.02µm
u_transform_scheduler_core.dft12_ram_i\[6\]\[4\],46.02µm
