net,length_um
_3853_,45.56µm
_1837_,45.51µm
_2099_,45.51µm
_3625_,45.51µm
_1540_,45.46µm
_2738_,45.46µm
_3064_,45.46µm
_3703_,45.46µm
_4090_,45.46µm
load_ptr\[5\],45.46µm
_0427_,45.41µm
_1113_,45.41µm
_4096_,45.41µm
_4167_,45.41µm
_1950_,45.36µm
_3297_,45.36µm
u_sch.cnt\[1\],45.36µm
_0497_,44.95µm
_1096_,44.9µm
_2733_,44.9µm
_2891_,44.9µm
_2988_,44.9µm
_3119_,44.9µm
_4102_,44.9µm
_1298_,44.85µm
fdiq_fd_in_data\[12\],44.85µm
_1130_,44.8µm
_2104_,44.8µm
_2781_,44.8µm
u_core.re_q_hi\[5\],44.76µm
_3105_,44.39µm
_2373_,44.34µm
_3224_,44.34µm
_3756_,44.34µm
_0217_,44.29µm
_1185_,44.29µm
_3144_,44.29µm
_3418_,44.29µm
_1530_,44.24µm
_1652_,44.24µm
_3065_,43.93µm
fdiq_fd_in_data\[13\],43.83µm
map_out_valid,43.83µm
_1897_,43.78µm
_2611_,43.78µm
_4081_,43.78µm
u_core.topr\[9\],43.78µm
_0705_,43.73µm
_1005_,43.73µm
_3345_,43.73µm
_2294_,43.68µm
_3187_,43.68µm
net95,43.32µm
_3110_,43.22µm
_3956_,43.22µm
_0421_,43.17µm
_3001_,43.17µm
_3221_,43.17µm
_3519_,43.17µm
_3872_,43.17µm
_0551_,43.12µm
_1609_,43.12µm
_2842_,43.12µm
_2880_,43.12µm
_3193_,43.12µm
_2273_,42.89µm
_3692_,42.76µm
_3181_,42.71µm
_1011_,42.66µm
_3043_,42.66µm
_3302_,42.66µm
_4017_,42.66µm
_4174_,42.66µm
u_sch.grp\[0\],42.66µm
_0236_,42.61µm
_0666_,42.61µm
_0678_,42.61µm
_0743_,42.61µm
_1525_,42.61µm
_3049_,42.61µm
_3128_,42.61µm
_3715_,42.61µm
_1439_,42.56µm
_0496_,42.2µm
_1534_,42.15µm
_3171_,42.15µm
_2156_,42.1µm
_2345_,42.1µm
_0895_,42.05µm
_2181_,42µm
_2360_,42µm
cmd_op_r\[2\],41.59µm
_0475_,41.54µm
_0908_,41.54µm
_1055_,41.54µm
_3092_,41.54µm
_1293_,41.49µm
_1860_,41.49µm
_2776_,41.49µm
_2798_,41.49µm
_0959_,41.44µm
_1657_,41.44µm
_2804_,41.44µm
_3326_,41.44µm
_2205_,41.03µm
_1507_,40.93µm
_3583_,40.93µm
u_core.topi\[11\],40.93µm
_3988_,40.88µm
_4022_,40.88µm
_2094_,40.47µm
_0457_,40.42µm
_1052_,40.42µm
_2407_,40.42µm
_2507_,40.42µm
_2812_,40.42µm
_0980_,40.37µm
_0988_,40.37µm
_1023_,40.37µm
_1928_,40.37µm
u_core.topi\[10\],40.37µm
_0369_,40.32µm
_0722_,40.32µm
_1581_,40.32µm
_3174_,40.32µm
_3737_,40.32µm
_1037_,39.91µm
_1424_,39.86µm
_0649_,39.81µm
_1030_,39.81µm
_3246_,39.81µm
_3420_,39.81µm
_3866_,39.81µm
_3886_,39.81µm
_1374_,39.76µm
_1416_,39.76µm
_3428_,39.76µm
_3541_,39.76µm
load_ptr\[1\],39.76µm
net93,39.76µm
_0586_,39.35µm
_1249_,39.35µm
_1845_,39.3µm
u_core.topi\[3\],39.3µm
_0485_,39.25µm
_0491_,39.25µm
_2884_,39.25µm
_2918_,39.25µm
_3226_,39.25µm
_3243_,39.25µm
_0203_,38.74µm
_0692_,38.74µm
_1363_,38.74µm
_2847_,38.74µm
_0582_,38.69µm
_0608_,38.69µm
_0627_,38.69µm
_1477_,38.69µm
_3120_,38.69µm
_3305_,38.69µm
_2250_,38.64µm
_3220_,38.64µm
_3441_,38.64µm
_2359_,38.28µm
_1255_,38.23µm
_1466_,38.23µm
_0367_,38.18µm
_0411_,38.18µm
_3223_,38.18µm
_3844_,38.18µm
_3848_,38.18µm
clknet_4_6_0_clk_i_regs,38.18µm
_0456_,38.13µm
_1887_,38.13µm
_2163_,38.13µm
_2553_,38.13µm
_2909_,38.13µm
_3270_,38.13µm
_0848_,38.08µm
_2994_,38.08µm
_3402_,38.08µm
_1582_,37.62µm
_2227_,37.62µm
_2435_,37.62µm
_2508_,37.62µm
_0159_,37.57µm
_1094_,37.57µm
_1198_,37.57µm
_1262_,37.57µm
_1382_,37.57µm
_1423_,37.57µm
_2253_,37.57µm
_2343_,37.57µm
_2799_,37.57µm
_2865_,37.57µm
_3529_,37.57µm
_1519_,37.52µm
_1911_,37.21µm
_1267_,37.11µm
_0296_,37.06µm
_1035_,37.06µm
_1438_,37.06µm
_1688_,37.06µm
_3714_,37.06µm
_3864_,37.06µm
_4181_,37.06µm
_0853_,37.01µm
_3021_,37.01µm
fdiq_fd_in_data\[14\],37.01µm
u_core.topi\[14\],37.01µm
_3553_,36.96µm
_3743_,36.96µm
_3860_,36.96µm
net35,36.6µm
_3881_,36.55µm
_1000_,36.5µm
_1952_,36.5µm
_3228_,36.5µm
_3236_,36.5µm
_3447_,36.5µm
_0931_,36.45µm
_1379_,36.45µm
_1478_,36.45µm
_1814_,36.45µm
_1836_,36.45µm
_3337_,36.45µm
_3352_,36.45µm
net58,36.45µm
_0796_,36.4µm
_1180_,36.4µm
_3687_,36.4µm
_3679_,35.99µm
_2887_,35.94µm
tw_re\[1\],35.94µm
_1192_,35.89µm
_1585_,35.89µm
_2679_,35.89µm
_3138_,35.89µm
_2953_,35.84µm
_3870_,35.84µm
u_fdiq.sample_count\[3\],35.48µm
_0326_,35.43µm
_1973_,35.43µm
_2903_,35.43µm
_0925_,35.38µm
_1307_,35.38µm
_1383_,35.38µm
_1774_,35.38µm
_2186_,35.38µm
_3249_,35.38µm
_3278_,35.38µm
_3753_,35.38µm
_0443_,35.33µm
_1768_,35.33µm
_3698_,35.33µm
_0559_,35.28µm
_1014_,35.28µm
_2555_,35.28µm
_3166_,35.28µm
core_sat,35.28µm
net81,35.14µm
_1320_,34.87µm
_3216_,34.87µm
_3734_,34.87µm
_3879_,34.87µm
_0486_,34.82µm
_0672_,34.82µm
_1073_,34.82µm
_1498_,34.82µm
_1691_,34.82µm
_2071_,34.82µm
_2219_,34.82µm
_3067_,34.82µm
_3712_,34.82µm
_0424_,34.77µm
_2142_,34.77µm
_2405_,34.77µm
_2529_,34.77µm
_2924_,34.77µm
_3661_,34.77µm
_3812_,34.77µm
status_sticky,34.77µm
_2319_,34.72µm
_3549_,34.72µm
net443,34.72µm
_2155_,34.36µm
_1894_,34.31µm
_3869_,34.31µm
_0480_,34.26µm
_0594_,34.26µm
_3893_,34.26µm
_3900_,34.26µm
_1458_,34.21µm
_1569_,34.21µm
_3328_,34.21µm
_4165_,34.21µm
_0855_,34.16µm
_1700_,34.16µm
_3731_,34.16µm
_3792_,34.16µm
u_sch.cnt\[0\],33.85µm
_0902_,33.75µm
_3810_,33.75µm
_1278_,33.7µm
_1819_,33.7µm
_2017_,33.7µm
_2044_,33.7µm
_0434_,33.65µm
_0579_,33.65µm
_0790_,33.65µm
_3140_,33.65µm
_3215_,33.65µm
_0352_,33.6µm
_2626_,33.6µm
_3057_,33.24µm
u_core.topr\[2\],33.19µm
_1241_,33.14µm
_1471_,33.14µm
_1798_,33.14µm
_3234_,33.14µm
_3680_,33.14µm
u_fdiq.I_byte\[7\],33.14µm
_0876_,33.09µm
_0882_,33.09µm
_1248_,33.09µm
_1881_,33.09µm
_2158_,33.09µm
_2714_,33.09µm
_3031_,33.09µm
_3465_,33.09µm
net365,33.09µm
_0380_,33.04µm
_0578_,33.04µm
_2713_,33.04µm
_3012_,33.04µm
_3517_,33.04µm
_3660_,33.04µm
_3245_,32.68µm
load_ptr\[4\],32.68µm
_2649_,32.63µm
_3450_,32.63µm
_0175_,32.58µm
_0189_,32.58µm
_1261_,32.58µm
_1563_,32.58µm
_1598_,32.58µm
_2330_,32.58µm
_2439_,32.58µm
u_sch.cnt\[6\],32.58µm
net38,32.58µm
_2025_,32.53µm
_2128_,32.53µm
_2632_,32.53µm
_3269_,32.53µm
_3862_,32.53µm
_3959_,32.53µm
net69,32.53µm
_0832_,32.48µm
_1292_,32.48µm
_1893_,32.48µm
_2430_,32.48µm
_3403_,32.48µm
_4088_,32.48µm
net46,32.48µm
_1427_,32.12µm
_0294_,32.02µm
_0568_,32.02µm
_0852_,32.02µm
_0859_,32.02µm
_2157_,32.02µm
_2573_,32.02µm
_3733_,32.02µm
_0281_,31.97µm
_0289_,31.97µm
_0403_,31.97µm
_0437_,31.97µm
_1361_,31.97µm
_1369_,31.97µm
_2627_,31.97µm
_4065_,31.97µm
_1830_,31.92µm
_2537_,31.92µm
_3823_,31.92µm
_3898_,31.92µm
u_core.topr\[14\],31.92µm
_2584_,31.56µm
_1801_,31.51µm
_2051_,31.51µm
u_fdiq.sample_count\[2\],31.51µm
_0686_,31.46µm
_0816_,31.46µm
_1804_,31.46µm
_1980_,31.46µm
_2201_,31.46µm
_2875_,31.46µm
_2946_,31.46µm
_3861_,31.46µm
u_fdiq.I_byte\[5\],31.46µm
u_sch.cnt\[4\],31.46µm
_1059_,31.41µm
_1461_,31.41µm
_1492_,31.41µm
_2184_,31.41µm
_2377_,31.41µm
_2724_,31.41µm
_3382_,31.41µm
_3632_,31.41µm
_0202_,31.36µm
_0493_,31.36µm
_0742_,31.36µm
_1485_,31.36µm
_1567_,31.36µm
_1648_,31.36µm
net376,31.36µm
_3281_,31µm
_3852_,31µm
_3225_,30.95µm
_1476_,30.9µm
_3173_,30.9µm
_3488_,30.9µm
_3655_,30.9µm
_3702_,30.9µm
_1574_,30.85µm
_1868_,30.85µm
_2010_,30.85µm
_2590_,30.85µm
_3020_,30.85µm
_3248_,30.85µm
_3330_,30.85µm
_3357_,30.85µm
_3361_,30.85µm
_3528_,30.85µm
net54,30.85µm
_0484_,30.8µm
_1454_,30.8µm
u_core.im_d\[0\],30.66µm
_2167_,30.44µm
u_core.topr\[10\],30.44µm
_0801_,30.39µm
_2202_,30.39µm
_3027_,30.39µm
_3118_,30.39µm
_3429_,30.39µm
_3716_,30.39µm
_3855_,30.39µm
_0894_,30.34µm
_0986_,30.34µm
_1397_,30.34µm
_3130_,30.34µm
_3313_,30.34µm
_3873_,30.34µm
_3945_,30.34µm
net406,30.34µm
_0215_,30.29µm
_0645_,30.29µm
_2220_,30.29µm
_2640_,30.29µm
_3047_,30.29µm
_3374_,30.29µm
_0657_,30.24µm
_1396_,30.24µm
_1653_,30.24µm
_2664_,30.24µm
_3409_,30.24µm
_3887_,30.24µm
u_sch.grp\[6\],30.24µm
_2989_,29.96µm
_0435_,29.88µm
_0458_,29.83µm
_1366_,29.83µm
_1406_,29.83µm
_2229_,29.83µm
_2233_,29.83µm
_2885_,29.83µm
_1151_,29.78µm
u_core.topi\[0\],29.78µm
_0005_,29.73µm
_0573_,29.73µm
_0626_,29.73µm
_0983_,29.73µm
_1229_,29.73µm
_1445_,29.73µm
_1963_,29.73µm
_2009_,29.73µm
_2610_,29.73µm
_2651_,29.73µm
_3991_,29.73µm
_4107_,29.73µm
u_core.topr\[7\],29.73µm
_0256_,29.68µm
_3373_,29.68µm
_3381_,29.68µm
u_core.state\[2\],29.68µm
_2123_,29.37µm
_3896_,29.32µm
_0823_,29.27µm
_1062_,29.27µm
_1575_,29.27µm
_1927_,29.27µm
_1451_,29.22µm
_2543_,29.22µm
_2955_,29.22µm
_0178_,29.17µm
_0248_,29.17µm
_0444_,29.17µm
_0838_,29.17µm
_1375_,29.17µm
_1401_,29.17µm
_1430_,29.17µm
_1823_,29.17µm
_1942_,29.17µm
_1997_,29.17µm
_2022_,29.17µm
_2080_,29.17µm
_2146_,29.17µm
_2168_,29.17µm
_2327_,29.17µm
_2917_,29.17µm
_3061_,29.17µm
_3247_,29.17µm
_3504_,29.17µm
_3741_,29.17µm
_3826_,29.17µm
u_tw.base_re\[1\],29.17µm
_1235_,29.12µm
_1270_,29.12µm
_1564_,29.12µm
_1689_,29.12µm
_2911_,28.76µm
_1655_,28.71µm
_2318_,28.71µm
_2532_,28.71µm
_2854_,28.71µm
fdiq_fd_in_data\[15\],28.71µm
_0398_,28.66µm
_1846_,28.66µm
_2056_,28.66µm
_3251_,28.66µm
_3445_,28.66µm
_3631_,28.66µm
_0981_,28.61µm
_1107_,28.61µm
_1221_,28.61µm
_1259_,28.61µm
_1513_,28.61µm
_1914_,28.61µm
_1985_,28.61µm
_2000_,28.61µm
_2245_,28.61µm
_3700_,28.61µm
_0259_,28.56µm
_1217_,28.56µm
_1467_,28.56µm
_2209_,28.56µm
_2266_,28.56µm
_2279_,28.56µm
_2823_,28.56µm
_3143_,28.56µm
_3219_,28.56µm
_3506_,28.56µm
u_core.topr\[3\],28.25µm
_0637_,28.15µm
_0963_,28.15µm
_0499_,28.1µm
_0860_,28.1µm
_1145_,28.1µm
_2038_,28.1µm
_2517_,28.1µm
_2914_,28.1µm
_3460_,28.1µm
_1403_,28.05µm
_1536_,28.05µm
_3663_,28.05µm
_3809_,28.05µm
load_ptr\[0\],28.05µm
clknet_4_3_0_clk_i_regs,28.05µm
_0371_,28µm
_1886_,28µm
_2032_,28µm
_2122_,28µm
_2151_,28µm
_3153_,28µm
_3485_,28µm
_0247_,27.64µm
_2058_,27.59µm
_3412_,27.59µm
_1074_,27.54µm
_1463_,27.54µm
_1987_,27.54µm
_3500_,27.54µm
_0613_,27.49µm
_0905_,27.49µm
_1129_,27.49µm
_1295_,27.49µm
_1631_,27.49µm
_2019_,27.49µm
_3041_,27.49µm
_4000_,27.49µm
_4002_,27.49µm
net7,27.49µm
_1137_,27.44µm
_1287_,27.44µm
_1347_,27.44µm
_1966_,27.44µm
_2074_,27.44µm
_2396_,27.44µm
_2436_,27.44µm
_3880_,27.44µm
_3912_,27.44µm
_4094_,27.16µm
_0517_,27.03µm
_2549_,27.03µm
u_core.topi\[9\],27.03µm
_0972_,26.98µm
_2154_,26.98µm
_2471_,26.98µm
_3169_,26.98µm
_3828_,26.98µm
_0334_,26.93µm
_0539_,26.93µm
_0749_,26.93µm
_1246_,26.93µm
_1314_,26.93µm
_2176_,26.93µm
_2964_,26.93µm
_3237_,26.93µm
_3324_,26.93µm
_3414_,26.93µm
_3491_,26.93µm
net40,26.93µm
_0788_,26.88µm
_3029_,26.88µm
_3495_,26.88µm
_4004_,26.88µm
_0565_,26.47µm
_1281_,26.47µm
_3739_,26.47µm
_0668_,26.42µm
_0746_,26.42µm
_0750_,26.42µm
_1833_,26.42µm
_2127_,26.42µm
_2881_,26.42µm
_2892_,26.42µm
_3030_,26.42µm
_3829_,26.42µm
_4009_,26.42µm
_4099_,26.42µm
_0136_,26.37µm
_0810_,26.37µm
_1279_,26.37µm
_2001_,26.37µm
_3218_,26.37µm
_3760_,26.37µm
_0780_,26.32µm
_0783_,26.32µm
_1170_,26.32µm
_1996_,26.32µm
_2712_,26.32µm
_0945_,25.96µm
u_map.emit_counter\[3\],25.96µm
_0999_,25.91µm
_1310_,25.91µm
_2110_,25.91µm
_0183_,25.86µm
_0721_,25.86µm
_0753_,25.86µm
_1675_,25.86µm
_3336_,25.86µm
_0197_,25.81µm
_0532_,25.81µm
_0867_,25.81µm
_0937_,25.81µm
_1289_,25.81µm
_2240_,25.81µm
_2275_,25.81µm
_3124_,25.81µm
_3161_,25.81µm
_0849_,25.76µm
_1731_,25.76µm
_1399_,25.4µm
u_fdiq.sample_count\[1\],25.4µm
_1090_,25.35µm
_1701_,25.35µm
_3821_,25.35µm
u_sch.grp\[2\],25.35µm
_1239_,25.3µm
_2625_,25.3µm
clknet_4_2_0_clk_i_regs,25.3µm
net414,25.3µm
_0476_,25.25µm
_0760_,25.25µm
_1412_,25.25µm
_1706_,25.25µm
_2115_,25.25µm
_2682_,25.25µm
_3515_,25.25µm
_3735_,25.25µm
_3752_,25.25µm
_3790_,25.25µm
load_ptr\[6\],25.25µm
_1571_,25.2µm
_1727_,25.2µm
_1883_,25.2µm
_0408_,24.79µm
_1124_,24.79µm
_1199_,24.79µm
_1414_,24.79µm
_2061_,24.79µm
_2137_,24.79µm
_3738_,24.79µm
_0168_,24.74µm
_0372_,24.74µm
_0605_,24.74µm
_0646_,24.74µm
_0695_,24.74µm
_1299_,24.74µm
_1434_,24.74µm
_2777_,24.74µm
_3253_,24.74µm
_3630_,24.74µm
_3694_,24.74µm
_0319_,24.69µm
_0648_,24.69µm
_1009_,24.69µm
_1123_,24.69µm
_1280_,24.69µm
_1340_,24.69µm
_2254_,24.69µm
_2544_,24.69µm
_2556_,24.69µm
_2623_,24.69µm
_2987_,24.69µm
_3089_,24.69µm
_3133_,24.69µm
_3608_,24.69µm
_3616_,24.69µm
_3710_,24.69µm
_0075_,24.64µm
_1174_,24.64µm
_1253_,24.64µm
_1482_,24.64µm
_1646_,24.64µm
_2572_,24.64µm
_2825_,24.64µm
_3492_,24.64µm
_3494_,24.64µm
_0883_,24.23µm
_1247_,24.23µm
_3167_,24.23µm
_3238_,24.23µm
_3564_,24.23µm
_0650_,24.18µm
_1884_,24.18µm
_2191_,24.18µm
_2223_,24.18µm
_2750_,24.18µm
_3380_,24.18µm
_3774_,24.18µm
_3960_,24.18µm
_0006_,24.13µm
_0274_,24.13µm
_0787_,24.13µm
_1002_,24.13µm
_1079_,24.13µm
_1627_,24.13µm
_2026_,24.13µm
_3024_,24.13µm
_3510_,24.13µm
u_core.topi\[7\],24.13µm
_2491_,24.08µm
_2740_,24.08µm
_3192_,24.08µm
_3360_,24.08µm
_3463_,24.08µm
_4108_,24.08µm
_4141_,24.08µm
_1268_,23.67µm
_2208_,23.67µm
_3322_,23.67µm
_0505_,23.62µm
_1398_,23.62µm
_1447_,23.62µm
_2136_,23.62µm
_2140_,23.62µm
_2486_,23.62µm
_2783_,23.62µm
_3464_,23.62µm
_4126_,23.62µm
u_fdiq.I_byte\[1\],23.62µm
net94,23.62µm
_0226_,23.57µm
_0449_,23.57µm
_1189_,23.57µm
_1390_,23.57µm
_1617_,23.57µm
_1633_,23.57µm
_1636_,23.57µm
_2108_,23.57µm
_2461_,23.57µm
_2472_,23.57µm
_2583_,23.57µm
_2846_,23.57µm
_3135_,23.57µm
_3239_,23.57µm
_3379_,23.57µm
net49,23.57µm
_1442_,23.52µm
_1857_,23.52µm
_3493_,23.52µm
_3516_,23.52µm
_4082_,23.52µm
_0951_,23.29µm
_2567_,23.11µm
_2908_,23.11µm
_1053_,23.06µm
_1242_,23.06µm
_1516_,23.06µm
_2024_,23.06µm
_2162_,23.06µm
_3242_,23.06µm
_3244_,23.06µm
_3399_,23.06µm
_3468_,23.06µm
_3711_,23.06µm
_4041_,23.06µm
_0265_,23.01µm
_0439_,23.01µm
_0850_,23.01µm
_0868_,23.01µm
_0929_,23.01µm
_1533_,23.01µm
_1559_,23.01µm
_2012_,23.01µm
_2900_,23.01µm
_3023_,23.01µm
_3423_,23.01µm
_3446_,23.01µm
_3764_,23.01µm
u_fdiq.I_byte\[0\],23.01µm
_0921_,22.96µm
_0924_,22.96µm
_1171_,22.96µm
_1330_,22.96µm
_2272_,22.96µm
_2497_,22.96µm
_2540_,22.96µm
_2963_,22.96µm
_3419_,22.96µm
_3436_,22.96µm
_3845_,22.96µm
_0602_,22.5µm
_0664_,22.5µm
_0694_,22.5µm
_1254_,22.5µm
_1580_,22.5µm
_2468_,22.5µm
_3040_,22.5µm
_3736_,22.5µm
_0583_,22.45µm
_0607_,22.45µm
_1041_,22.45µm
_1531_,22.45µm
_1603_,22.45µm
_1792_,22.45µm
_2053_,22.45µm
_2078_,22.45µm
_2096_,22.45µm
_2300_,22.45µm
_2311_,22.45µm
_2717_,22.45µm
_2728_,22.45µm
_3201_,22.45µm
_3584_,22.45µm
_0689_,22.4µm
_2189_,22.4µm
_2957_,22.4µm
_3685_,22.4µm
tw_im\[3\],22.4µm
u_sch.cnt\[2\],22.4µm
_0339_,22.04µm
_3822_,22.04µm
_1964_,21.99µm
_0300_,21.94µm
_0446_,21.94µm
_0841_,21.94µm
_1250_,21.94µm
_2089_,21.94µm
_2603_,21.94µm
_3141_,21.94µm
cmd_op_r\[0\],21.94µm
load_ptr\[2\],21.94µm
_0022_,21.89µm
_0653_,21.89µm
_1015_,21.89µm
_1126_,21.89µm
_1206_,21.89µm
_1553_,21.89µm
_1949_,21.89µm
_2150_,21.89µm
_2793_,21.89µm
_3596_,21.89µm
_3938_,21.89µm
u_core.topi\[5\],21.89µm
u_fdiq.I_byte\[3\],21.89µm
_1110_,21.84µm
_1265_,21.84µm
_2244_,21.84µm
_2256_,21.84µm
_2370_,21.84µm
_3815_,21.84µm
_3941_,21.84µm
_3944_,21.84µm
_3824_,21.43µm
_0405_,21.38µm
_0741_,21.38µm
_1306_,21.38µm
_2046_,21.38µm
_2335_,21.38µm
_2346_,21.38µm
_2720_,21.38µm
_2889_,21.38µm
_2961_,21.38µm
_3070_,21.38µm
_3499_,21.38µm
_0238_,21.33µm
_0239_,21.33µm
_0249_,21.33µm
_0468_,21.33µm
_0770_,21.33µm
_1125_,21.33µm
_2213_,21.33µm
_2236_,21.33µm
_2558_,21.33µm
_3366_,21.33µm
_3372_,21.33µm
_3537_,21.33µm
_3726_,21.33µm
_4142_,21.33µm
u_map.emit_counter\[2\],21.33µm
_0055_,21.28µm
_0112_,21.28µm
_0212_,21.28µm
_0336_,21.28µm
_2241_,21.28µm
_3168_,21.28µm
_3212_,21.28µm
_3440_,21.28µm
net344,21.28µm
scan_out_o,21.19µm
_2153_,20.92µm
_2562_,20.92µm
_0674_,20.87µm
_1747_,20.87µm
_2088_,20.87µm
_2986_,20.87µm
_0225_,20.82µm
_0528_,20.82µm
_0758_,20.82µm
_1135_,20.82µm
_1465_,20.82µm
_1821_,20.82µm
_1873_,20.82µm
_2072_,20.82µm
_2133_,20.82µm
_2790_,20.82µm
_3233_,20.82µm
_0134_,20.77µm
_0235_,20.77µm
_0442_,20.77µm
_1109_,20.77µm
_1182_,20.77µm
_1294_,20.77µm
_1460_,20.77µm
_1511_,20.77µm
_1539_,20.77µm
_1626_,20.77µm
_1759_,20.77µm
_2008_,20.77µm
_2059_,20.77µm
_2588_,20.77µm
_3002_,20.77µm
_3332_,20.77µm
_3719_,20.77µm
_4007_,20.77µm
_0094_,20.72µm
_0219_,20.72µm
_0671_,20.72µm
_0675_,20.72µm
_0724_,20.72µm
_0946_,20.72µm
_2323_,20.72µm
_2416_,20.72µm
_2574_,20.72µm
_3576_,20.72µm
cmd_pulse,20.72µm
_1139_,20.31µm
_1605_,20.31µm
_3656_,20.31µm
_4120_,20.31µm
u_core.topr\[13\],20.31µm
_0410_,20.26µm
_0506_,20.26µm
_0732_,20.26µm
_0977_,20.26µm
_1069_,20.26µm
_1810_,20.26µm
_2043_,20.26µm
_2228_,20.26µm
_2702_,20.26µm
_2874_,20.26µm
_3222_,20.26µm
_4072_,20.26µm
_0021_,20.21µm
_0384_,20.21µm
_0396_,20.21µm
_0469_,20.21µm
_0580_,20.21µm
_0623_,20.21µm
_0769_,20.21µm
_0781_,20.21µm
_0909_,20.21µm
_0974_,20.21µm
_1043_,20.21µm
_1389_,20.21µm
_1541_,20.21µm
_1958_,20.21µm
_2067_,20.21µm
_2217_,20.21µm
_2286_,20.21µm
_2699_,20.21µm
_2843_,20.21µm
_2973_,20.21µm
_3010_,20.21µm
_3042_,20.21µm
u_fdiq.I_byte\[4\],20.21µm
net43,20.21µm
_0419_,20.16µm
_0795_,20.16µm
_0906_,20.16µm
_0952_,20.16µm
_1231_,20.16µm
_1724_,20.16µm
_1822_,20.16µm
_1870_,20.16µm
_1895_,20.16µm
_2116_,20.16µm
_2185_,20.16µm
_2371_,20.16µm
_2538_,20.16µm
_3008_,20.16µm
_3308_,20.16µm
net405,20.16µm
_0002_,19.7µm
_0503_,19.7µm
_0610_,19.7µm
_0655_,19.7µm
_0775_,19.7µm
_1082_,19.7µm
_1177_,19.7µm
_1435_,19.7µm
_2170_,19.7µm
_2681_,19.7µm
_3046_,19.7µm
_3255_,19.7µm
_3483_,19.7µm
_3627_,19.7µm
_3856_,19.7µm
_3889_,19.7µm
core_read_valid,19.7µm
u_core.botr\[0\],19.7µm
u_sch.cnt\[7\],19.7µm
_0191_,19.65µm
_0879_,19.65µm
_1088_,19.65µm
_1258_,19.65µm
_1291_,19.65µm
_1637_,19.65µm
_2039_,19.65µm
_2045_,19.65µm
_2182_,19.65µm
_3653_,19.65µm
_3791_,19.65µm
_4151_,19.65µm
_0129_,19.6µm
_0667_,19.6µm
_0887_,19.6µm
_0903_,19.6µm
_1007_,19.6µm
_1175_,19.6µm
_1327_,19.6µm
_1882_,19.6µm
_2120_,19.6µm
_2586_,19.6µm
_3039_,19.6µm
_3310_,19.6µm
_3363_,19.6µm
_3367_,19.6µm
_4176_,19.6µm
_0177_,19.19µm
_2420_,19.19µm
_4138_,19.19µm
_0283_,19.14µm
_0570_,19.14µm
_0651_,19.14µm
_0818_,19.14µm
_1159_,19.14µm
_1164_,19.14µm
_1168_,19.14µm
_1457_,19.14µm
_1970_,19.14µm
_2695_,19.14µm
_4028_,19.14µm
_0059_,19.09µm
_0111_,19.09µm
_0269_,19.09µm
_0402_,19.09µm
_0463_,19.09µm
_0549_,19.09µm
_0619_,19.09µm
_1510_,19.09µm
_1592_,19.09µm
_2011_,19.09µm
_2062_,19.09µm
_2131_,19.09µm
_2304_,19.09µm
_2692_,19.09µm
_2872_,19.09µm
_2933_,19.09µm
_2966_,19.09µm
_3131_,19.09µm
_3263_,19.09µm
_3301_,19.09µm
_3304_,19.09µm
_3487_,19.09µm
_3628_,19.09µm
_4018_,19.09µm
_4189_,19.09µm
_1551_,19.04µm
_2141_,19.04µm
_2284_,19.04µm
_2566_,19.04µm
_2617_,19.04µm
_3199_,19.04µm
_3388_,19.04µm
_3452_,19.04µm
_3567_,19.04µm
net396,19.04µm
_0240_,18.81µm
_0622_,18.63µm
_0930_,18.63µm
_1063_,18.63µm
_1789_,18.63µm
_1982_,18.63µm
_2912_,18.63µm
_3892_,18.63µm
_0654_,18.58µm
_1276_,18.58µm
_1681_,18.58µm
_1780_,18.58µm
_1838_,18.58µm
_2138_,18.58µm
_2604_,18.58µm
_3137_,18.58µm
_3343_,18.58µm
_3350_,18.58µm
_3890_,18.58µm
_0012_,18.53µm
_0501_,18.53µm
_0572_,18.53µm
_0833_,18.53µm
_1867_,18.53µm
_2100_,18.53µm
_2264_,18.53µm
_2493_,18.53µm
_2715_,18.53µm
_2925_,18.53µm
_3162_,18.53µm
_3214_,18.53µm
_3742_,18.53µm
u_core.topr\[6\],18.53µm
_0471_,18.48µm
_0819_,18.48µm
_1021_,18.48µm
_1272_,18.48µm
_1583_,18.48µm
_2289_,18.48µm
_2645_,18.48µm
_2822_,18.48µm
_3198_,18.48µm
_3331_,18.48µm
_3413_,18.48µm
_3481_,18.48µm
_3701_,18.48µm
_3849_,18.48µm
net12,18.48µm
u_core.topi\[13\],18.48µm
_3759_,18.25µm
_0939_,18.2µm
_1784_,18.07µm
_1913_,18.07µm
_0199_,18.02µm
_0740_,18.02µm
_1104_,18.02µm
_1131_,18.02µm
_1708_,18.02µm
_2673_,18.02µm
_2782_,18.02µm
_3507_,18.02µm
_0204_,17.97µm
_0250_,17.97µm
_0358_,17.97µm
_0362_,17.97µm
_0647_,17.97µm
_0748_,17.97µm
_0840_,17.97µm
_0907_,17.97µm
_1026_,17.97µm
_1214_,17.97µm
_1512_,17.97µm
_1844_,17.97µm
_1934_,17.97µm
_2068_,17.97µm
_2092_,17.97µm
_2183_,17.97µm
_2215_,17.97µm
_2378_,17.97µm
_2399_,17.97µm
_2774_,17.97µm
_3230_,17.97µm
_3395_,17.97µm
_3905_,17.97µm
_3910_,17.97µm
_3953_,17.97µm
_4052_,17.97µm
